node_1,node_2,edge
Cryptic crossword clues,definition,contains
Cryptic crossword clues,wordplay,contains
wordplay,answer,proves correctness of
LLM-based reasoning system,cryptic clues,solves
LLM-based reasoning system,hypothesising answers,uses step
LLM-based reasoning system,proposing wordplay explanations,uses step
LLM-based reasoning system,verifier system,uses step
verifier system,codified reasoning steps,operates on
system,state-of-the-art performance,establishes
state-of-the-art performance,Cryptonite dataset,on
Cryptonite dataset,The Times,includes clues from
Cryptonite dataset,The Telegraph,includes clues from
proved solution,Python,expressed in
proved solution,interpretable wordplay reasoning,provides
Cryptic crosswords,reasoning task,is a type of
Cryptic crosswords,intellectual challenge,provides
Solving cryptic crosswords,multi-layered language constructs,requires understanding of
Solving cryptic crosswords,logic,blends
Solving cryptic crosswords,wordplay,blends
Solving cryptic crosswords,contextual nuance,blends
Cryptic crosswords,LLMs,challenge for evaluating and improving
Cryptic crosswords,NLU,challenge for evaluating and improving
Cryptic crosswords,reasoning,challenge for evaluating and improving
Solved puzzles,major newspapers,available from
New puzzles,daily,published
This work,validated wordplay,reveals reasoning via
Cryptic clue,wordplay,contains
Answer candidate,wordplay,leads to
Wordplay,LLM formalisation,is transformed into
cryptic clue,definition,contains
cryptic clue,wordplay,contains
definition,regular crossword clue,acts as
wordplay,answer,arrives at
definition,answer,arrives at
answer,proof,provides
clue,Cut up over politician on the French case (7),example of
Cut up over politician on the French case (7),SNIPPED,candidate answer
Cut up over politician on the French case (7),EXAMPLE,proved answer
wordplay,AXE,derived from 'cut'
wordplay,MP,derived from 'politician'
wordplay,LE,"derived from 'the, in French'"
AXE,EXA,reversed by 'up'
EXA,EXAMPLE,combined with MP and LE
EXAMPLE,case,synonym
Python verification,answer candidate,validates
Python verification,error output,produces
error output,assertion failure,contains
assertion failure,up,does not suggest INITIAL
up,REVERSE,could be
