node_1,node_2,edge
Graph Neural Networks (GNNs),generalization,"struggle to generalize, particularly to unseen or out-of-distribution (OOD) data"
Graph Neural Networks (GNNs),node classification,used for tasks like node classification
Graph Neural Networks (GNNs),graph classification,used for tasks like graph classification
generalization,training data,challenges exacerbated when training data is limited in size or diversity
Rademacher complexity,generalization error,used to compute a regret bound on the generalization error
data augmentation,generalization error,characterizes the effect of data augmentation on generalization error
GRATIN,graph data augmentation algorithm,is an efficient graph data augmentation algorithm
GRATIN,Gaussian Mixture Models (GMMs),leverages the capability of Gaussian Mixture Models to approximate any distribution
GRATIN,generalization,outperforms existing augmentation techniques in terms of generalization
GRATIN,time complexity,offers improved time complexity
graphs,biology,employed to represent complex networks of protein interactions in biology
graphs,drug discovery,used in drug discovery by modeling molecular relationships
graphs,social networks,used to model relationships in social networks
drug discovery,molecular relationships,modeled by
social networks,relationships and community interactions,capture
graph-structured data,GNNs,addressed by
GNNs,neural networks,specialized class of
GNNs,graphs,operate directly on
traditional neural networks,grid-like data,optimized for
GNNs,relational information,process and learn from
GNNs,graph representation learning tasks,demonstrated state-of-the-art performance across
graph representation learning tasks,node and graph classification,such as
GNNs,generalization,face challenges related to
GNNs,unseen or out-of-distribution (OOD) data,struggle to handle
OOD graphs,training data,differ significantly from
GNNs,small datasets,"trained on, face generalization challenges"
limited data diversity,model’s ability to generalize,hampers
community,strategies to improve robustness and generalization,explored
generalization bounds for GNNs,Vapnik-Chervonenkis (VC) dimension,derived using
generalization bounds for GNNs,Rademacher complexity,derived using
Liao et al. (2021),generalization bounds for GNNs,established using PAC-Bayesian approach
Neural Tangent Kernels,generalization properties of infinitely wide GNNs,employed to study
