node_1,node_2,edge
genetic variants,phenotypes,manifest in
genetic variants,genomic features,have
genomic features,DNA accessibility,includes
genomic features,DNA-bound proteins,includes
predictive models,genetic variant,predict impact of
predictive models,phenotype,predict impact on
training models,linear algebra problems,bottlenecked by
variants,nearby variants,correlated with
previous methods,small models,restricted to fitting
previous methods,summary statistics,fitted
DeepWAS,neural network predictive models,trains
DeepWAS,full likelihood,optimizes
larger models,full likelihood approach,improve performance with
larger models,summary statistics,perform no better with
full likelihood approach,performance,improves
larger models,small models,perform no better than when trained on traditional summary statistics
larger models,more features,trained on
larger models,better predictions,make
better predictions,disease predictions,potentially improves
better predictions,therapeutic target identification,potentially improves
Genome Wide Association Studies (GWAS),genetic variants,correlates with
Genome Wide Association Studies (GWAS),phenotypes,correlates with
complex phenotypes,polygenic,are
geneticists,features,look for
features,variants,distinguish
genome,variants,contains
geneticists,variants,analyze
geneticists,functionally informed priors,build
functionally informed priors,variants,used to analyze
functional genomic features,functionally informed priors,used to build
functional genomic features,DNA accessibility,includes
functional genomic features,transcription factor binding,includes
comparative genomics features,functionally informed priors,used to build
comparative genomics features,conserved regions,includes
geneticists,hierarchical Bayesian model,use
hierarchical Bayesian model,genetic and phenotypic data,models
functionally informed priors,hierarchical Bayesian model,phrased as priors in
empirical Bayes approach,marginal likelihood,maximizes
linkage,empirical Bayes approach,causes numerical challenges for
