node_1,node_2,edge
Contrastive losses,multimodal representation learning,used as a tool for
Contrastive losses,aligned representation space,not effective to learn
modality-specific information,representation space,present in
Contrastive losses,mutual information,maximize
modality-specific information,contrastive losses,not designed to remove
Information Bottleneck Principle,problem of modality-specific information,provides theoretical description of
regularization term,loss function,proposed in
regularization term,variational approximation,derived by means of
regularization term,representational alignment,aims to increase
Multimodal Learning,multiple modalities,focused on processing and integrating information from
Multimodal processing,Information integration,focuses on
Multimodal processing,Human cognition,mimics
Multimodal processing,Training data,uses greater amount from different modalities
Multimodal processing,Model performance,improves
Multimodal processing,Real-world applications,essential in
Real-world applications,Autonomous vehicles,includes
Real-world applications,Healthcare,includes
Real-world applications,Human-computer interaction,includes
AI systems,Intermediate representations,work through obtaining
Intermediate representations,Raw data,compressed versions of
Intermediate representations,Downstream tasks,preserve useful information for
Multimodal systems,Contrastive learning,trained using
Contrastive Representation Learning,InfoNCE,uses
InfoNCE,mutual information,maximizes lower bound of
Contrastive Representation Learning,representations,brings similar representations closer
representations,nuisances,may contain modality-specific
nuisances,representational misalignment,causes
representational misalignment,positive pair,affects similarity of
