node_1,node_2,edge
metric k-center problem,fully dynamic setting,is considered in
"metric space (V, d)",point insertions and deletions,evolves via
subset S ⊆ V of at most k points,"objective maxx∈V miny∈S d(x, y)",minimizes
dynamic k-center algorithm,approximation ratio,minimizes
dynamic k-center algorithm,recourse,minimizes
dynamic k-center algorithm,update time,minimizes
algorithm,O(1)-approximate solution,maintains
algorithm,O(1) amortized recourse,achieves
algorithm,Õ(k) amortized update time,achieves
dynamic k-center algorithm of Bateni et al.,dynamic sparsifier of Bhattacharya et al.,combined with
clustering,unsupervised learning,is a fundamental task in
clustering,partitioning elements into groups,involves
metric k-clustering,"metric space (V, d)",is formulated in
metric k-clustering,subset S ⊆ V of at most k centers,finds
metric k-clustering,objective function,minimizes
k-center problem,metric k-clustering,is a formulation of
k-center problem,"objective function cl(S, V)",uses
"objective function cl(S, V)",maximum distance,minimizes
maximum distance,any point in V,measured from
any point in V,nearest point in S,distance to
dynamic setting,massive and rapidly changing datasets,addresses
dynamic setting,maintain a good solution,aims to
dynamic algorithms,massive and rapidly changing datasets,developed to efficiently maintain solutions on
dynamic clustering,"metric space (V, d)",defined on evolving
"metric space (V, d)",point insertions and deletions,evolves via
dynamic clustering,approximation ratio,evaluated by
dynamic clustering,update time,evaluated by
dynamic clustering algorithms,optimal guarantees,aim to design with
