node_1,node_2,edge
SKIM,Scaled K-means clustering wIth Mixed precision,is an acronym for
SKIM,greedy algorithm,introduces
SKIM,trainable scaling vector,introduces
greedy algorithm,bit allocation,solves approximately optimal
trainable scaling vector,K-means clustering,enables non-differentiable
SKIM,quantization,is a method for
quantization,Large Language Models (LLMs),applied to
Large Language Models (LLMs),performance,exhibit impressive
quantization,lower precision,utilizes
SKIM,perplexity,improves
SKIM,LLaMA models,quantizes
SKIM,full precision counterparts,narrows gap to
GPT,LLaMA,are both large language models
GPT,language processing,excels in
LLaMA,language processing,excels in
GPT,multimodal applications,adapts effectively to
LLaMA,multimodal applications,adapts effectively to
large language models,artificial general intelligence,mark a crucial step toward
large language models,computational and memory demands,pose significant challenges due to
GPT,350GB memory,requires when loading parameters in FP16
LLaMA-65B,130GB memory,requires at least when loading parameters in FP16
LLaMA-7B,Out-of-Memory exception,can cause on a 24GB GPU
computational and memory demands,storage and practical deployment,complicate
Out-of-Memory exception,24GB GPU,occurs on
quantization,memory requirements,reduces
quantization,inference latency,improves by alleviating memory bandwidth bottleneck
memory bandwidth bottleneck,memory wall,also known as
quantization,FP16 parameters,converts to lower-precision formats like INT4
LLM weights,8 bits,can be stored in
activations,8 bits,can be stored in
LLM weights,4 bits,can be stored in
standard quantization techniques,performance drop,suffer from at low bit widths
SqueezeLLM,sensitive elements and outliers,retains with full precision using sparse tensor
