node_1,node_2,edge
Reinforcement Learning,Random Time Horizons,extends to
Random Time Horizons,Standard Reinforcement Learning Framework,extends
Random Time Horizons,Stopping Times,exhibits
Stopping Times,Policy,depends on
Stopping Times,Policy Gradient Formulas,affects
Policy Gradient Formulas,Stochastic Policies,derived for
Policy Gradient Formulas,Deterministic Policies,derived for
Reinforcement Learning,Optimal Control Theory,connected to
Expected Return,Policy,maximized by
Expected Return,Trajectory,summed over
robots,target,aim to reach in a noisy environment
game,terminating state,depends on reaching a certain level
stochastic policies,exploration and exploitation,balance
stochastic policies,runtimes,lead to randomness in deterministic environments
termination,previous random choices,depends on
runtimes,random,can be
common literature,random runtimes,has largely ignored
policy gradient theorems,runtimes,assume deterministic or infinite
random times,optimization formulas,should have an effect on
runtimes,current policy,depend on
taking gradients,random time horizons,requires careful consideration
this work,random time horizons,systematically investigates effect in reinforcement learning
reinforcement learning,random time horizons,extends typical framework to include
random time horizons,finite runtimes,includes as special case
random time horizons,infinite runtimes,includes as special case
random time horizons,policy gradient theorems,enables statement of
policy gradient theorems,deterministic policies,applies to
policy gradient theorems,stochastic policies,applies to
random time horizons,trajectory-based gradient estimator,enables derivation of
trajectory-based gradient estimator,stochastic policies,derived for
trajectory-based gradient estimator,deterministic policies,derived for
deterministic policies,model-based policy gradient formula,derives novel
model-based policy gradient formula,Q-value function,does not rely on learning
model-based policy gradient formula,actor-critic approaches,differs from
random time horizons,gradient computation,incorporates randomness in
gradient formulas,standard ones,shows performance improvements over
gradient formulas,convergence speed,improves
policy gradient theorem,infinite time horizons,pioneered by Sutton et al. for
