node_1,node_2,edge
Principal-agent problems,hidden-action principal-agent problems,is a type of
Principal-agent problems,Stackelberg games,is related to
principal,agent,interacts with
principal,payment scheme,provides
payment scheme,contract,is also known as
agent,costly action,takes
costly action,outcome,stochastically determines
outcome,reward,results in
approximate best responses,agent,describes behavior of
approximate best responses,optimal contract,used to compute
optimal contract,polynomial-time algorithm,is computed by
no-regret learning algorithm,principal,used by
no-regret learning algorithm,contracts under approximate best responses,learns
agent,action,takes
action,outcome,stochastically determines
outcome,principal,results in reward for
agent's action,principal,hidden to
principal,contract,commits to
contract,payment scheme,is an outcome-dependent
contract,agent's behavior,influences
principal,optimal contract,designs
optimal contract,principal's utility,maximizes
principal's utility,rewards minus payments,equals
agent,best-response action,plays
best-response action,principal’s contract,response to
agent,suboptimal behavior,may exhibit
principal’s utility,agent’s suboptimal behavior,may deteriorate due to
principal,agent’s features,may not perfectly know
agent,exact best-response action,may not compute
agent,principal’s contract,may inaccurately interpret
hidden-action principal-agent problems,approximate agent’s best responses,studied under
agent,δ-suboptimal actions,may take
δ,suboptimality level,represents
principal,worst δ-best response,designs contracts against
robust contracts,principal,guard against suboptimal agent behavior
paper,robust contracts,studies computational and learnability aspects of
