node_1,node_2,edge
Physics-Informed DeepONets,drift-diffusion equations,solves
drift-diffusion equations,metric graphs,defined on
Physics-Informed DeepONets,parameter identification,incorporates
DeepONet models,inflow edges,learned for
DeepONet models,inner edges,learned for
DeepONet models,outflow edges,learned for
edge-based domain decomposition,DeepONet models,couples
graph-coupled physics models,metric graphs,applied to
optimization problems,coupled networks,solved on
inverse problems,coupled networks,solved on
Dynamic processes on graphs,complex phenomena,crucial for understanding
metric graph,edge,each edge associated with an interval of (possibly) different length
metric graph,differential operator,equipped with
differential operator,edges,acts separately on each edge
differential operator,coupling conditions,requires appropriate coupling conditions at nodes
differential operator,boundary conditions,requires appropriate boundary conditions at nodes
Hamiltonian,differential operator,also called
quantum graphs,Hamiltonian,defined by
quantum graphs,metric graph,type of
numerical methods,quantum graphs,applied to
quantum graphs,numerical methods,have gained recent interest for
numerical methods,simulation of PDE models,used for
numerical methods,design or inverse problems,used for solving
quantum graphs,domain decomposition methods,require for computational efficiency
physics-informed DeepONets,drift-diffusion on metric graphs,proposed for
physics-informed DeepONets,physics-informed neural networks (PINNs),improve on performance of
physics-informed neural networks (PINNs),fluid dynamics,applied in
physics-informed neural networks (PINNs),continuum mechanics and elastodynamics,applied in
physics-informed neural networks (PINNs),inverse problems,applied in
physics-informed neural networks (PINNs),fractional advection-diffusion equations,applied to
physics-informed neural networks (PINNs),stochastic advection-diffusion-reaction equations,applied to
