node_1,node_2,edge
AutoEval Done Right,synthetic data,uses for model evaluation
synthetic data,AI-labeled data,is a type of
autoevaluation,synthetic labels,produces
autoevaluation,human-labeled validation data,reduces need for
machine learning models,human-labeled validation data,evaluated using
synthetic labels,human annotations,decreases number required
autoevaluation,sample efficiency,improves
autoevaluation,unbiased algorithms,remains
synthetic labels,trustworthiness,may lack
GPT-4,language models,used to rank
GPT-4,human annotators,shows high agreement with
language models,answers to questions,produce
answers to questions,human annotators,high agreement with
synthetic labels,trustworthy,may not be
synthetic labels,certifying a model’s worst-case safety,used for
synthetic labels,multi-group accuracy,used for
synthetic labels,fairness,used for
autoevaluation,statistical inquiry,motivates need for
autoevaluation,methods,introduces
human data,synthetic data,combined with
autoevaluation procedures,estimates of performance,produce better
methods,effective sample size,increase
human data,bias of synthetic data,measures
synthetic data,bias,has
bias,estimate,corrected using
debiasing,core statistical tool,is called
model,synthetic data,evaluated on
bias,estimate,corrected using
prediction-powered inference (PPI),de-biasing,used for
prediction-powered inference (PPI),"Angelopoulos et al., 2023a",introduced by
PPI,metric-based evaluations,improves
PPI,pairwise-comparison-based evaluations,improves
PPI,Python software,applied using
evaluations,confidence intervals,accompanied by
autoevaluation,language modeling,subject of interest in
machine learning systems,gpt-4,such as
annotations,humans,approach accuracy of
autoevaluation,human evaluations,alternative to
human annotation,automatic metrics,encouraged development of
automatic metrics,model performance,evaluate
