node_1,node_2,edge
Bayesian Basis Function Approximation,Gaussian Process Priors,approximates
Gaussian Process Priors,Deep Generative Models,used in
Variational Autoencoder (VAE),Gaussian Process Prior,models latent variables with
Gaussian Process Prior,time-series datasets,analyzes
Inducing points,Gaussian Process prior VAE,enhances scalability of
Basis function approximation technique,GP prior VAEs,mitigates challenges in
Basis function approximation technique,linear time complexity,results in
Global parametrization,amortized variational inference,eliminates need for
Amortization gap,amortized variational inference,associated with
Conditional generation tasks,accuracy and efficiency,requires
approach,scalability,improves
approach,interpretability,improves
approach,predictive performance,enhances
high-dimensional time-series datasets,social sciences,common in
high-dimensional time-series datasets,economics,common in
high-dimensional time-series datasets,healthcare,common in
longitudinal datasets,repeated measurements,contain
longitudinal datasets,auxiliary covariate information,contain
auxiliary covariate information,time,includes
auxiliary covariate information,age,includes
auxiliary covariate information,gender,includes
covariates,samples,associated with
studying associations,temporal dynamics,models
studying associations,disease progression,models
studying associations,impute missing values,enables
analysis,high dimensionality,challenged by
analysis,non-trivial correlations,challenged by
analysis,time-varying covariates,challenged by
analysis,missing values,challenged by
machine learning methods,variational autoencoders (VAEs),include
variational autoencoders (VAEs),representation learning,used for
variational autoencoders (VAEs),generative tasks,used for
VAEs,expressive neural network parameterized model,can learn
VAEs,generative tasks,used for
VAEs,expressive neural network parameterized model,can learn
VAEs,amortized variational approximation,can learn
standard VAEs,independent and identically distributed (iid),assume
iid assumption,capture correlations in temporal datasets,limits
VAEs,Gaussian process (GP) prior,enhanced with
GP prior,capturing time dependencies and correlations,effective for
GP prior VAEs,computational complexity,has
computational complexity,cubic scaling with dataset size,scales
cubic scaling,scalability for large datasets,limits
inducing points,computational complexity,mitigates
stochastic gradient-based optimization with mini-batching,computational complexity,mitigates
optimizing inducing point locations,discrete covariates,becomes non-trivial with
discrete covariates,non-continuous kernels,have
non-continuous kernels,gradient-based updates,preclude
