node_1,node_2,edge
Decision tree optimization,interpretable machine learning,is fundamental to
Greedy search,decision tree optimization,is a popular but suboptimal approach for
Branch and bound with dynamic programming,decision tree optimization,finds global optimum for
SPLIT algorithm,decision tree optimization,introduces a family of algorithms for
SPLIT algorithm,greedy method,achieves scalability similar to
SPLIT algorithm,optimal method,achieves accuracy similar to
Greediness,leaves of decision tree,suffices near the
Depth of tree,number of possible trees,adds an exponential number of
SPLIT algorithm,existing optimal methods,is orders of magnitude faster than
Rashomon set,near-optimal trees,is a set of
SPLIT algorithm,Rashomon set,allows scalable computation of
decision trees,model reasoning process,presents transparently
decision trees,faithful interpretations,allows
faithful interpretations,users,helps choose whether to trust the model
users,perceived flaws,critically examine
optimization algorithm,decision trees,trains
greedy tree,optimal tree,is fast but suboptimal vs well performing but very slow
our algorithm,greedy tree and optimal tree,strikes perfect balance
optimizing performance,decision trees,challenge while preserving simplicity
traditional greedy methods,dataset size,scale linearly with
traditional greedy methods,number of features,scale linearly with
traditional greedy methods,suboptimal results,tend to yield
decision tree algorithms,dynamic programming,use
decision tree algorithms,branch-and-bound strategies,use
dynamic programming,optimal trees,produces
greedy methods,optimal trees,has performance gap with
greedy methods,dynamic programming,contrasted with
greedy splits near root,performance,sacrifices
greedy splits near leaves,optimal performance,produces close to
dataset size,scale,linearly affects
number of features,scale,linearly affects
