node_1,node_2,edge
Fair Bayes Optimal Classifier (BOC),adversarial noise,studied for robustness to
deterministic BOC,accuracy,robust to malicious noise without fairness constraints
fairness constraints,deterministic BOC,break robustness guarantee of
randomized Fair BOC,accuracy,robust to malicious noise
randomized Fair BOC,fairness constraints,"applies to Demographic Parity, Equal Opportunity, Predictive Equality"
randomization,accuracy and efficiency,leads to better
randomized Fair BOC,deterministic predictions,"nearly-deterministic, randomizes on at most one data point"
machine learning models,fairness,raises concerns about
machine learning models,biases,may amplify biases in training data
fair classification,binary fair classification,is a subfield of
binary fair classification,group-fair classification,is a setting within
group-fair classification,sensitive attributes,uses to indicate demographic groups
demographic parity,positivity rates,prescribes equality of
equal opportunity,true positive rates,prescribes equality of
demographic parity,equal opportunity,are both notions of group-fairness
group-fairness,binary fair classification,is motivated by
demographic parity,equal opportunity,are both group-fairness constraints
accuracy,fairness,have trade-offs
Fair Bayes Optimal Classifier,demographic parity,maximizes accuracy subject to
Fair Bayes Optimal Classifier,equal opportunity,maximizes accuracy subject to
pre-processing,fair and accurate classifiers,is a method to realize
in-processing,fair and accurate classifiers,is a method to realize
post-processing,fair and accurate classifiers,is a method to realize
biased training data,unfairness,is a primary cause of
robustness,bias,addresses concerns about
robustness,corruption,addresses concerns about
