node_1,node_2,edge
gradient,dual vector,is a
dual vector,primal space,must be mapped to
weights,primal space,reside in
modular dualization,duality map,constructs
modular dualization,training algorithms,forms unifying theoretical basis for
operator norms,layers,assigned to
layerwise norms,duality map,induce
duality map,weight space,acts on
neural architecture,weight space,has
Newton-Schulz iteration,"Embed, Linear and Conv2D layers",used for dualizing
duality-based optimizers,"speed, scalability and novel numerical properties",demonstrate
Muon optimizer,modular dualization,used
Muon optimizer,NanoGPT,set speed records for training
Muon optimizer,1.5 billion parameter transformer,scaled up to
gradient descent,duality map,requires passing through before update
duality map,gradient,adjusts size and direction of
gradient update,type check,must pass to be valid
loss function,non-isotropic geometry,may have
duality map,smoothness structure,respects
framework,next generation optimizers,facilitates design of
next generation optimizers,neural architectures,automatically tailored to
smoothness structure,loss function,property of
duality maps,vector spaces,defined on
musical isomorphism,differential geometry,example in
raising and lowering indices,general relativity,example in
bra-ket notation,quantum mechanics,example in
duality maps,optimization theories,central to
mirror descent,optimization theories,example of
natural gradient descent,optimization theories,example of
steepest descent on a normed space,optimization theories,example of
norm-based duality map,deep learning mainstream,not yet adopted by
duality,large-scale machine learning systems,key concept for building
maximal update parameterization (µP),scalable training,aimed at
Shampoo,fast training,targeted at
maximal update parameterization (µP),duality map,partial approximation to
Shampoo,duality map,partial approximation to
duality map,RMS–RMS operator norm,induced by
gradient,loss function,partial derivative of
