node_1,node_2,edge
deep linear neural networks,functional similarity,are analyzed for dissociation from
deep linear neural networks,representational similarity,are analyzed for dissociation from
functional similarity,representational similarity,can be dissociated
neural representations,network function,are related to
multivariate pattern analysis,neural codes,decodes and compares
artificial networks,biological networks,are compared via neural codes
robustness to input noise,task-specific representations,does not constrain
generalization error,task-specific representations,does not constrain
robustness to parameter noise,representational flexibility,limits
robustness to parameter noise,task-specific representations,requires
representational alignment,computational advantages,reflects beyond functional alignment
representational alignment,computational advantages,reflects
representational alignment,functional alignment,beyond
parallel distributed processing hypothesis,function,posits that function emerges from
function,interactions among simple interconnected units,emerges from
interconnected units,distributed representations,compute with
networks,connectivity weights,observable as
networks,neural activity patterns,observable as
network structure,non-identifiability,characterized by
non-identifiability,structurally distinct networks,means that
structurally distinct networks,same input-output mapping,can implement
networks,input-output mapping,can be structurally distinct yet implement the same
biophysical neuron models,identical functions,can exhibit nearly identical functions at neuron and network levels despite architectural variation
artificial neural networks (ANNs),non-identifiable,are almost always non-identifiable due to symmetries
non-identifiability,symmetries,"caused by symmetries such as permutation-invariance, scale-invariance, and feature composition"
modern networks,non-identifiable,are inherently non-identifiable due to being deep and heavily over-parametrised
over-parametrisation,same input-output behaviour,many parametrisations yield the same input-output behaviour
determining parametrisations,identifiable,remains an open problem
non-identifiability,consequences,understanding consequences remains an open problem
