node_1,node_2,edge
Procrustes-Wasserstein distance,optimal transport distance,is a type of
Procrustes-Wasserstein distance,Wasserstein distance,alternative to
Procrustes-Wasserstein distance,rigid transformations,invariant to
Procrustes-Wasserstein distance,alignment and comparison of point clouds,suited for
Procrustes-Wasserstein distance,discrete probability measures,defined over space of
Procrustes-Wasserstein distance,distance,is a
Procrustes-Wasserstein barycenter,Procrustes-Wasserstein distance,derived from
Procrustes-Wasserstein barycenter,representative shapes,used to compute
Procrustes-Wasserstein barycenter,collection of point clouds,estimated from
initialization strategies,Procrustes-Wasserstein problems,used to solve
Procrustes-Wasserstein distance,machine learning and computational geometry,has potential in
Procrustes-Wasserstein distance,archaeological context,applied in
computational optimal transport,machine learning,has become ubiquitous in
computational optimal transport,images,applied to learning tasks from
computational optimal transport,graphs,applied to learning tasks from
computational optimal transport,shapes,applied to learning tasks from
computational optimal transport,text,applied to learning tasks from
computational optimal transport,distance between probability distributions,allows to assess
Exact Free Wasserstein,OT barycenters,used in
Gromov-Wasserstein,OT barycenters,used in
Procrustes-Wasserstein,OT barycenters,used in
Gromov-Wasserstein,MDS,used with
Gromov-Wasserstein,TSNE,used with
Procrustes-Wasserstein distance,Wasserstein distance,is a variant of
Wasserstein distance,probability distributions,compares
Wasserstein distance,point clouds,compares similarity between
Wasserstein distance,Euclidean distance,requires computation of
Wasserstein distance,geometry,takes into account
Wasserstein distance,distributional properties,takes into account
Wasserstein distance,isometries,is sensitive to
Wasserstein distance,point cloud matching,is unfit for some applications like
Mémoli (2011),Wasserstein distance,introduced variant to address limitations of
