node_1,node_2,edge
log-determinant,positive definite matrices,calculated for
log-determinant,LDL decomposition,computed via
LDL decomposition,block-wise computation,performed as
memory constraints,log-determinant estimation,motivates algorithm for
kernel matrices,Neural Tangent Kernel (NTK),includes
Neural Tangent Kernel (NTK),neural networks,associated with
neural scaling laws,test error,assumed in
pseudo-determinants,power-law relationship,satisfies
power-law relationship,scaling laws,derives
NTK log-determinants,full dataset,estimated from a tiny fraction of
algorithm,accuracy,improves over competing approximations
dense matrices,extreme sizes,estimated for
log-determinant estimation,dense positive (semi-)definite matrices,requires accurate estimation of
log-determinant estimation,Gaussian processes,arises in training
log-determinant estimation,kernel-based methods,arises in training
log-determinant estimation,graphical models,arises in
log-determinant estimation,determinantal point processes,arises in
log-determinant estimation,model comparison and selection,used in
approximation techniques,log-determinant estimation,enables estimation for
dense matrices of extreme sizes,log-determinant estimation,previously deemed intractable for
model comparison and selection techniques,"Hodgkinson et al., 2023b",cited in
computing a volume form,statistical mechanics,task in
computing a volume form,Bayesian computation,task in
Karlin-McGregor theorem,determinantal point processes,applied to
training GPs via empirical Bayes,log-determinant term,most difficult to compute
log-determinant calculations,cubic computational complexity,has
stochastic expansions,matrix-vector multiplications,relies upon
Lanczos-based methods,"Ubaru et al., 2017",cited in
Lanczos-based methods,linear scaling,yields
Taylor's expansions,"Fitzsimons et al., 2017",proposed by
ill-conditioning,accuracy,can degrade
large-scale,time complexity,bottleneck
