node_1,node_2,edge
Latent Stochastic Differential Equation (SDE),time series modeling,is a tool for
Latent Stochastic Differential Equation (SDE),sequence modeling,is a tool for
Latent SDE training,adjoint sensitivity methods,typically relies on
adjoint sensitivity methods,simulation,depends on
adjoint sensitivity methods,backpropagation through approximate SDE solutions,depends on
SDE Matching,Latent SDE training,is a simulation-free method for
SDE Matching,Score- and Flow Matching algorithms,is inspired by
SDE Matching,adjoint sensitivity methods,achieves comparable performance to
SDE Matching,computational complexity,reduces
"Amortized Reparameterization (Course & Nair, 2023)",O(L log L),has computational complexity
SDE Matching (this paper),O(1),has computational complexity
Ordinary Differential Equations (ODEs),adjoint sensitivity method,learned via
Ordinary Differential Equations (ODEs),deterministic systems,describe
Neural (or Latent) Stochastic Differential Equations (SDEs),Ordinary Differential Equations (ODEs),address limitations of
Latent SDEs,data shifts,robust to
Latent SDEs,data shifts,more robust to
Latent SDEs,neuroscience,applied in
Latent SDEs,video prediction,applied in
adjoint sensitivity method,ODEs,extended from
adjoint sensitivity method,SDEs,extended to
Li et al. (2020),adjoint sensitivity method,extended
training of ODE and SDE models,numerical integration,relies on
training of ODE and SDE models,backpropagation through solutions,relies on
Latent SDEs,scaling,resisted
Score Matching,continuous-time dynamics,learns
Flow Matching,continuous-time dynamics,learns
Score Matching,simulation-free,is
Flow Matching,simulation-free,is
SDE Matching,simulation-free framework,is a
SDE Matching,Latent SDE models,learns
SDE Matching,matching-based approaches,adopts key idea from
matching-based approaches,samples from latent posterior,provides direct access to
