node_1,node_2,edge
Verifier-Assisted Language Generation,Query Complexity,topic of study
Verifier-Assisted Language Generation,inference-time algorithms,includes
inference-time algorithms,best-of-n,example of
Verifier-Assisted Language Generation,constrained generation tasks,applied to
pre-trained language model generator oracle,process verifier,used together in framework
process verifier,prefix,can decide if prefix can be extended to satisfy constraints
verifier,intractable problem,can render tractable
tokenwise rejection sampling,verifier,benefits from access to
tokenwise rejection sampling,backtrack,natural modification allows
backtrack,erase final few generated tokens,defined as
modified tokenwise rejection sampling with backtrack,rejection sampling,outperforms
modified tokenwise rejection sampling with backtrack,nucleus sampling,outperforms
modified tokenwise rejection sampling with backtrack,computational efficiency,improves
modified tokenwise rejection sampling with backtrack,accuracy,improves
modified tokenwise rejection sampling with backtrack,diversity,improves
rejection sampling,nucleus sampling,"compared in terms of computational efficiency, accuracy and diversity"
inference-time algorithms,language models,leverages capabilities of
inference-time algorithms,verifier,uses to score generations
best-of-N,language model,generates N candidate responses from
best-of-N,verifier,scores candidate responses from
verifier,partial generations,can score
partial generations,process reward,sometimes called
inference-time algorithms,incremental (blockwise) best-of-N,includes strategy like
inference-time algorithms,Monte-Carlo-Tree-Search,includes strategy like
Monte-Carlo-Tree-Search,verifier-aided inference-time algorithms,is a type of
scaling laws,natural strategies,are associated with
verifier-aided inference-time algorithms,algorithm design space,is part of
verifier,generator,has relationship with
good verifier,computational cost,decreases
good verifier,natural generation tasks,improves efficiency of
pre-trained language model,oracle,is used as
constrained generation tasks,language oracle,generates string in support of
constrained generation tasks,structural constraint,is subject to
structural constraint,formal language,is describable as
constrained generation tasks,verifier,can be computationally intractable without
process verifier,prefix,decides whether can be completed
process verifier,constraint-satisfying string,checks completion to
process verifier,intractabilities,removes
tokenwise rejection sampling,process verifier,uses as means to accept or reject
tokenwise rejection sampling,rejection sampling,has computational benefits over
constrained generation tasks,generating test cases for Python functions,includes example of
