node_1,node_2,edge
Probabilistic Verification Problems,Neural Networks,are concerned with formally analysing the output distribution of
Probabilistic Verification Problems,Branch and Bound,solved using algorithm based on
Algorithm,Lower and Upper Bounds,computes and iteratively refines
Algorithm,Bound Propagation,applies state-of-the-art techniques from
Algorithm,Branch and Bound,applies techniques from
Probabilistic Verification Algorithms,Algorithm,outpaced by new algorithm
Algorithm,Soundness,proven to be sound
Algorithm,Completeness,proven to be complete under mildly restrictive conditions
Demographic Parity,Fairness Notion,is an example of
Safety,Neural Network,quantified by probabilistic verification
deep learning,artificial neural networks,encompasses
artificial neural networks,reliability,requires ensuring
reliability,fairness,includes aspect of
reliability,safety,includes aspect of
artificial neural networks,non-transparent nature,characterized by
non-transparent nature,manual introspection,makes infeasible
empirical assessments,neural networks,challenged by fragility of
neural networks,input perturbations,fragile with respect to
neural network verification,neural networks,analyses
neural network verification,mathematical rigour,uses
neural network verification,faithful auditing,facilitates
probabilistic verification,neural network verification,is a type of
probabilistic verification,output distribution,concerned with proving statements about
output distribution,neural network,of
output distribution,distribution of inputs,given
probabilistic verification,neural network,applied to
probabilistic verification,demographic parity fairness notion,satisfies
demographic parity fairness notion,probability distribution P_x,defined under
probabilistic verification,computing bounds on probabilities,closely related to
computing bounds on probabilities,quantifying safety of a neural network,example of
branch and bound framework,computing bounds on probabilities,used for
bounds,probabilistic statements,allow verification of
bound propagation,probabilistic statements,used to verify
PROBABILISTICVERIFICATION (PV),probabilistic verification algorithm,is a
PROBABILISTICVERIFICATION (PV),neural networks,applied to
PROBABILISTICVERIFICATION (PV),massively parallel branch and bound neural network verification,based on
massively parallel branch and bound neural network verification,linear relaxations of neural networks,uses
