node_1,node_2,edge
stereo depth sensing system,productionized,"The productionized end-to-end stereo depth sensing system includes pre-processing, on-line stereo rectification, and stereo depth estimation."
stereo depth sensing system,monocular depth estimation,The stereo depth sensing system has a fallback to monocular depth estimation when rectification is unreliable.
depth sensing system,novel view generation pipeline,The output of the depth sensing system is used in a novel view generation pipeline to create 3D computational photography effects using point-of-view images captured by smart glasses.
depth sensing system,point-of-view images,Point-of-view images captured by smart glasses are used in the 3D computational photography effects created by the depth sensing system.
depth sensing system,3d computational photography effects,The depth sensing system creates 3D computational photography effects using point-of-view images captured by smart glasses.
depth sensing system,smart glasses,Point-of-view images captured by smart glasses are used in the 3D computational photography effects created by the depth sensing system.
system,tandem,All steps of the system need to work in tandem with one another and fallback gracefully on failures within the system or less than ideal input data.
system,failures,The system needs to fallback gracefully on failures within the system or less than ideal input data.
system,unforeseen changes,"The system needs to handle unforeseen changes to calibration, such as due to heat, and robustly support depth estimation in the wild."
models,unseen data,The trained models generalize well to unseen data and achieve good results.
samsung galaxy s8 phone,cpu,"The CPU of the Samsung Galaxy S8 phone is mentioned in the context, indicating a direct relationship between these two concepts."
stereo disparity estimation,computer vision,"Stereo disparity estimation is described as a fundamental problem in computer vision, implying a strong relation between these two concepts."
neural networks,high accuracy,"Researchers have used neural networks to achieve high accuracy in benchmarks, showcasing the effectiveness of neural networks in this context."
smart glasses,mobile phone,"The smart glasses are paired with a mobile phone, indicating a direct relationship between these two devices."
stereo cameras,stereo depth estimation,"The stereo cameras are used for stereo depth estimation in the context, highlighting their role in the depth estimation process."
monocular depth estimation,fallback,"In case of rectification failure, the system falls back on monocular depth estimation, indicating a fallback relationship between these two concepts."
depth sensing system,rendering pipeline,"The output of the depth sensing system is fed to a rendering pipeline to create computational photographic effects, showcasing the flow of data between these two components."
user experience,3d computational photography,"The main goal of the system is to achieve the best user experience in creating 3D computational photography, emphasizing the importance of user experience in this context."
system,user experience,The main goal of the system is to achieve the best user experience
system,3d computational photography effects,The main goal of the system is to create 3D computational photography effects
system,mainstream phone,The system needs to support any mainstream phone
system,surroundings,The system needs to capture any type of surroundings
system,computational budget,The system needs to operate on a very limited computational budget
model,performance,The trained model achieves on-par performance with state-of-the-art networks
model,raft-stereo,The model achieves on-par performance with RAFT-stereo network
model,ga-net,The model achieves on-par performance with GA-Net network
model,lea-stereo,The model achieves on-par performance with LEA-stereo network
model,mobilestereonet,The model achieves on-par performance with MobileStereoNet network
system contributions,end-to-end stereo system,One of the main contributions is the description of an end-to-end stereo system
system contributions,design choices,Another contribution is the design choices made for the system
system contributions,fallback plans,Another contribution is the introduction of fallback plans
online rectification algorithm,fast and robustness,The online rectification algorithm is fast and robust
stereo network,monocular depth network,The strategy co-designs a stereo network and a monocular depth network
quantized network,competitive accuracy,The quantized network achieves competitive accuracy
quantized network,compute budget,The quantized network achieves accuracy on a tight compute budget
stereo system,smart glasses,The focus is on building a stereo system for flexible-frame smart glasses
stereo system,mobile device,The focus is on building a stereo system with lightweight processing on a mobile device
3d effects,works,3D effects mentioned in relation to works
work,component,mention of different components within a work
work,system design,importance of focusing on the entire system design
work,papers,mention of papers focusing on components of the system design
kopf et al.,work,work by Kopf et al. focusing on one shot 3D photography system
depth provider,monocular depth network,depth provider using monocular depth network
google,cinematic photos,Google's work on Cinematic photos
google,encoder-decoder monocular depth estimation network,Google's work using encoder-decoder monocular depth network
stereo,deep-learning-based papers,recent papers based on deep learning for stereo systems
stereo,calibrated and rectified input,papers assuming calibrated and rectified input for stereo depth system
stereo,system,mention of stereo system
barron et al.,bilateral approach,bilateral approach proposed by Barron et al.
stereo,defocus synthesis,synthesis of defocus in stereo systems
zhang et al.,dual cameras and dual pixels,use of dual cameras and dual pixels by Zhang et al.
zhang et al.,depth estimation,estimation of depth for defocus blur and 3D photos by Zhang et al.
stereo system,online rectification,mention of stereo system with online rectification
rectification,failure handling,mention of handling failure in rectification
stereo algorithm,imperfect rectification,challenges of imperfect rectification for stereo algorithms
matching cost,samples,Matching cost can be determined either by a fixed value or by training matching costs with samples that include small vertical disparities.
misalignment,global property,Misalignment is described as a global property that can be modeled with just a handful of parameters.
stereo calibration,rectification,Online stereo calibration and rectification has been researched extensively.
formulation,models,The formulation provides a family of models with increasing number parameters for describing the relative and absolute orientation of the two cameras.
stereo,papers,Stereo papers discuss the use of deep learning for stereo matching and the shift towards end-to-end deep learning stereo.
mc-cnn,deep learning stereo,MC-CNN is a notable paper in the category of using deep learning to learn features for stereo matching.
2d cnns,3d cnns,2D CNNs are typically faster than 3D CNNs in the context of stereo matching architectures.
rnn methods,performance,"RNN methods, such as RAFT-stereo and CREstereo, have proven to show state-of-the-art performance."
rnn methods,raft-stereo,RAFT-stereo is an example of RNN methods mentioned in the context.
rnn methods,crestereo,CREstereo is another example of RNN methods mentioned in the context.
rnn methods,stereo networks,RNN methods like RAFT-stereo and CREstereo are used to improve stereo networks performance.
raft-stereo,crestereo,RAFT-stereo and CREstereo are both RNN methods mentioned in the context.
stereo networks,monocular depth estimation network,"Stereo networks can be used to obtain a relative disparity map, similar to monocular depth estimation network."
supervised monocular depth estimation papers,unsupervised monocular depth estimation papers,There are two types of monocular depth estimation papers - supervised and unsupervised.
supervised monocular depth estimation papers,neural networks,Supervised monocular depth estimation papers involve training neural networks like encoder-decoder network or vision transformer.
unsupervised monocular depth estimation papers,rectified stereo pairs,Unsupervised monocular depth estimation papers use rectified stereo pairs with photometric consistency.
stereo pairs,photometric consistency loss,Stereo pairs are typically used with photometric consistency loss in self-supervised setting.
photometric consistency depth cue,regions of stereo occlusion,Photometric consistency depth cue is absent in regions of stereo occlusion.
smart glasses,pair of hardware-synchronized fisheye cameras,Smart glasses are equipped with a pair of hardware-synchronized fisheye cameras.
mobile phone,user captures a scene,"Once the user captures a scene, the image pair is transferred to a mobile phone for further processing."
right image,reference view for stereo matching,The right image is used as the reference view for stereo matching.
fisheye images,factory calibration to undistort to rectilinear,Factory calibration is applied to undistort fisheye images to rectilinear.
hdr bracketing,fisheye images,HDR bracketing is run on fisheye images.
novel robust online calibration and rectification algorithm,described in detail in section 4,The novel robust online calibration and rectification algorithm is described in detail in Section 4.
online calibration,glasses deform during normal use,Online calibration is needed since the glasses deform during normal use.
extrinsic and intrinsic parameters,"change over time, especially with heat","Extrinsic and intrinsic parameters change over time, especially with heat."
algorithm estimates 3-5 orientation parameters,relative focal length correction,Algorithm estimates 3-5 orientation parameters as well as relative focal length correction.
focal length correction,feature correspondences,focal length correction is calculated from a set of precise feature correspondences
image rectification,online calibration,image rectification relies on accurate calibration which may become unreliable online
depth estimation network,monocular depth estimation network,depth estimation is obtained using a monocular network when stereo calibration fails
stereo network,monocular network,both networks need to be similar in architecture and output format for downstream processing
relative disparities,absolute disparities,"instead of absolute disparities, relative disparities normalized to 0..1 are used for computational photography effects"
encoder and decoder,cost volume layers,"encoder and decoder are shared between networks, with stereo network containing additional cost volume layers"
stereo dataset,monocular dataset,stereo dataset is synthetically created using the monocular dataset
disparity map,maximal valid region,disparity map is cropped to preserve the original aspect ratio in the maximal valid region
predicted disparity,color image,predicted disparity and the corresponding color image are passed to a rendering pipeline
disparity,color image,Disparity for the right camera and the corresponding color image are used in the rendering pipeline to create the final three-dimensional effect.
stereo algorithms,rectified image pair,Two-view stereo algorithms commonly require a rectified image pair as input.
stereo rigs,rectification,"For fixed stereo rigs, rectification is possible from factory calibration."
smart glasses,material bending,Smart glasses made from material that can undergo significant bending (>10◦)
user's head sizes,focal length changes with temperature,Variety of user's head sizes and changes of focal length with temperature can result in imperfect calibration parameters for stereo.
online calibration method,rectified stereo pair,The goal of the online calibration method is to produce an accurately rectified stereo pair given images with known lens distortion and estimates of camera intrinsics.
feature correspondences,fisheye images,Precise feature correspondences computed in the original fisheye images are used for calibration.
rectification problem,"correcting rotations ω0, ω1","The rectification problem involves estimating correcting rotations ω0, ω1 for each of the two cameras."
extrinsics estimation,rotation r and translation t,Estimating extrinsics involves the form of rotation R and translation t.
extrinsics,rotation r,Extrinsics are estimated in the form of rotation R and translation t in the context.
extrinsics,translation t,Extrinsics are estimated in the form of rotation R and translation t in the context.
rotation r,translation t,Rotation R and translation t are both needed to estimate the 5 parameters in the context.
baseline,length,The length of the baseline is fixed in existing formulations for estimating parameters in the context.
baseline,estimate direction,Existing formulations either fix the length of the baseline and estimate its direction or keep tx constant.
baseline,rota-tional corrections,"The length of the baseline is defined as b = 1, and rotational corrections are computed to both cameras in the context."
world coordinate system,stereo rig,The world coordinate system is aligned with the stereo rig in the context.
extrinsics,relative pose,The 5 parameters determine the extrinsics (relative pose) in the context.
focal length,relative scale,A 6th parameter models relative scale by indicating a small change in focal length in the context.
focal length,focal lengths change,Compensating for relative scale is crucial as focal lengths change with temperature in the context.
large vertical disparities ∆y,image pair,The large vertical disparities ∆y are seen in the image pair and the matches after online rectification.
image pair,matches,The matches in the image pair are stabilized at ∆x = 0 after online rectification.
points at infinity,∆x = 0,Points at infinity are stabilized at ∆x = 0.
cameras,locations,The cameras are located at t0 = [0 0 0]T and t1 = [1 0 0]T.
cameras,rotations,The rotations of the cameras are R0 = R(ω0) and R1 = R(ω1).
rotations,linear approximation,A linear approximation is used for the rotations as small rotational corrections are expected.
r(ω),[ω]×,The rotation R(ω) can be approximated as I + [ω]×.
image coordinates,point p,"In normalized image coordinates, point P projects into the left camera at [x0 y0 1]T ∼ [I + [ω0]×][X Y Z]T."
d = 1/z,inverse depth,"Parameterizing by inverse depth (disparity) d = 1/Z, the point can be ""unprojected"" into the right camera."
point,right camera,The point can be unprojected and projected into the right camera.
∆ω,relative orientation,∆ω = ω1 - ω0 represents the relative orientation of the two cameras.
d = 0,point at infinity,"For d = 0 (a point at infinity), only the relative orientation ∆ω can be recovered."
d < 0,absolute roll and absolute pan,"For closer points (d < 0), there is a constraint for absolute roll and absolute pan."
d < 0,absolute pitch,"For closer points (d < 0), absolute pitch is not considered in the constraints."
∆x = x1 - x0,estimate for d,"If ∆x = x1 - x0 is used as the estimate for d, a constraint on ∆y = y1 - y0 can be derived."
scale correction,∆y,Introducing a scale correction (1 + ∆f) provides a constraint on ∆y = y1 - y0.
3d point p,pixel coordinates,"A 3D point P projects to pixel coordinates (u0, v0), (u1, v1) in the two images."
radial distortion,intrinsics,"Assuming radial distortion has been corrected for, and intrinsics (focal length) are considered."
radial distortion,normalized image coordinates,"Radial distortion has been corrected for, and intrinsics such as focal lengths and principal points are known, leading to the conversion to normalized image coordinates."
harris corners,feature candidates,Harris corners are used as feature candidates and matched across images using a hierarchical subpixel ZSSD feature matcher.
feature matcher,left-right consistency check,Matching features are subjected to a left-right consistency check after the hierarchical subpixel ZSSD matching.
over-constrained system,rectification model,Each match is collected into an over-constrained system that is related to the rectification model in Eqn. (3).
performance increase,estimating relative scale,"The table shows the performance increase due to estimating relative scale, with a success rate and median inlier rate provided."
middle layers,cost volumes and image features,Middle layers take the cost volumes and image features of the reference image as inputs to aggregate disparity information.
aggregation,disparity information,The middle layers aggregate the disparity information obtained from cost volumes and reference images.
coarse-to-fine decoder,output disparity map,The coarse-to-fine decoder predicts an output disparity map with the same resolution as the input right image.
stereo network,monocular network,"The stereo network and monocular network both have shared components, including encoder, middle layers, and decoder. Additionally, stereo network has additional cost volume modules compared to monocular network."
encoder,middle layers,"The encoder in both networks is responsible for extracting image features, while the middle layers aggregate the depth information."
encoder,decoder,"The encoder and decoder are used in both networks, with the encoder extracting features and the decoder predicting a disparity map."
monocular network,stereo training data,"The monocular depth network is trained first, and then its weights are utilized to initialize the stereo network for fine-tuning with stereo training data."
parameters,estimating,parameters need to be estimated in order to solve for the remaining parameters
cameras,abso - lute pan and roll,recovering absolute pan and roll for both cameras based on the estimated parameters
feature points,depth range,observed feature points need to be distributed over a sufficient depth range for reliable estimation of absolute angles
rectification results,low-resolution images,satisfactory rectification results can be achieved for low-resolution images with the 4-parameter model
feature points,matched feature points,online rectification success requires at least 100 matched feature points
rectification angles,pitch and roll,computed rectification angles should stay within conservative bounds (< 5◦ absolute pitch and roll)
rectification angles,relative pan,computed rectification angles should stay within conservative bounds (< 22◦ relative pan)
images,user-taken images,monocular depth estimation is used when criteria for successful online rectification are not met for user-taken images
rectification design decisions,experiments,rectification design decisions were based on experiments with 185 challenging test image pairs
test image pairs,prototypes,test image pairs were captured with prototypes for the experiments
ground truth,manually established,manually established ground truth was used in the experiments
encoder,multi-resolution features,The encoder is used to extract multi-resolution features from the input stereo pair.
feature pyramid,3d cost volumes,The feature pyramid is used to build 3D cost volumes for comparison and computation.
feature pyramid,input image,The feature pyramid is extracted for each input image to enhance feature representation.
output disparity,ground truth,The output disparity is aligned with the ground truth disparity using the median aligner proposed in MiDaS.
input image,3d cost volumes,The cost volumes are built for each input image in the context mentioned.
3d cost volumes,features from the reference image,The features from the reference image are used in conjunction with the cost volumes to aggregate disparity information.
coarse-to-fine decoder,final disparity map,The decoder is designed to compute the final disparity map in a step-by-step manner.
mono and stereo networks,relative disparity maps,Both networks are capable of outputting relative disparity maps to maintain consistency in predictions.
inverted residual blocks,mobilenet v2,The design incorporates inverted residual blocks from MobileNet v2 to improve efficiency.
inverted residual modules,mobilenetv2,The modules proposed in MobileNetV2 are used in all layers to enhance efficiency.
weights and activation,8 bits,Both weights and activation are quantized to 8 bits for efficiency.
output layer,32 bits,The output layer is kept at 32 bits to ensure sub-pixel resolution and minimize artifacts in 3D effects.
stereo data,internal 4m monocular dataset,The stereo data is derived entirely from an internal monocular dataset captured with iPhone.
smart glasses,second view,The second view is rendered based on the known focal length and baseline of the smart glasses.
occluded regions,in-painted,The occluded regions are filled in using an in-painting technique.
monocular networks,same data,Both networks can be trained with the same data for efficiency.
stereo network,monocular network,Both networks can be trained with the same data to ensure their output and behavior are similar. This is a main design goal of the depth sensing system.
monocular network,midas,A monocular depth estimation network like MiDaS is used to generate depth in the described technique.
stereo network,data augmentations,Data augmentations are performed to make the training data photo-realistic and challenging for the stereo network.
monocular network,encoder-decoder architecture,An encoder-decoder architecture is designed for the monocular depth estimation network.
inverted residual blocks,8-bit quantization,Inverted residual blocks and 8-bit quantization are used to improve efficiency of the network.
stereo dataset,data augmentations,"Various augmentations including brightness, contrast, hue, saturation, jpeg compression, reflection augmentation, and image border augmentation are applied to make the stereo dataset photo-realistic and challenging."
specular highlights,images,"Reflected light can cause bright specular highlights in images, creating a challenging scenario for stereo matching."
stereo network,specular highlights,The stereo network is trained to ignore reflections of specular highlights through simple augmentation.
stereo network,specular highlight,"The stereo network is designed to ignore reflections of specular highlights, which are modeled as additive light following a Gaussian distribution with random size and location."
specular highlight,light source,The light source at random disparity dl renders its corresponding highlight in the right image.
black image borders,invalid regions,Black image borders are added to mimic the invalid regions caused by warping and rectification in the depth pipeline.
ldi based method,stereo training dataset,The LDI based method is used to create the stereo training dataset as well as to create 3D effects.
image/depth pair,layered depth image,The image/depth pair is lifted to a layered depth image for further processing.
geometry,ldi inpainting,The occluded geometry is hallucinated by doing LDI inpainting.
textured mesh,image/depth pair,The layered depth image is converted to a textured mesh from the image/depth pair.
