node_1,node_2,edge
cross-view camera pose estimation,aerial image,The work addresses cross-view camera pose estimation by determining the camera pose of a ground-level image with respect to an aerial image of the local area.
slicematch,ground and aerial feature extractors,SliceMatch consists of ground and aerial feature extractors for feature extraction from ground and aerial images.
ground descriptor,aerial descriptors,The feature aggregators construct a ground descriptor and multiple pose-dependent aerial descriptors from candidate camera poses.
aerial feature aggregator,cross-view attention module,The novel aerial feature aggregator includes a cross-view attention module for ground-view guided aerial feature selection.
geometric projection,ground camera's viewing frustum,The aerial feature aggregator utilizes the geometric projection of the ground camera's viewing frustum on the aerial image to pool features.
contrastive learning,pose estimation,SliceMatch is trained using contrastive learning and pose estimation is formulated as a similarity comparison between ground and aerial descriptors.
slicematch,vigor benchmark,SliceMatch achieves a 19% lower median localization error on the VIGOR benchmark compared to the state-of-the-art using VGG16 backbone.
resnet50 backbone,slicematch,"When using a ResNet50 backbone, SliceMatch achieves a 50% lower error compared to the state-of-the-art."
cross-view camera pose estimation,3-degrees-of-freedom ground camera pose,Cross-view camera pose estimation aims to estimate the 3-Degrees-of-Freedom ground camera pose by comparing the captured images.
3-degrees-of-freedom (3-dof) ground camera pose,planar location and orientation,The 3-DoF ground camera pose is related to planar location and orientation as it involves determining the camera's position and direction on a two-dimensional plane.
ground-level image,geo-referenced overhead aerial image,The ground-level image is compared to the geo-referenced aerial image to estimate the camera's pose and its local surroundings.
local aerial image,reference database,The local aerial image can be obtained from a reference database to improve localization accuracy.
global navigation satellite systems (gnss),image retrieval,GNSS and image retrieval can be used as rough localization priors for obtaining the local aerial image.
sources of error,global navigation satellite systems (gnss),"The sources of error, including GNSS, can lead to inaccuracies in the localization process."
cross-view formulation,alternative to traditional methods,The cross-view formulation offers an alternative approach to ground camera pose estimation compared to traditional techniques.
slicematch,identification of ground-level image pose,SliceMatch is a method used to identify the ground-level camera pose within an aerial image by dividing the horizontal field-of-view into slices and applying self-attention.
slice-specific aerial feature maps,ground slice features aggregation,Slice-specific aerial feature maps are used for ground slice features aggregation to create a dense scoring map for camera pose estimation.
pose-dependent aerial slice masks,aggregation of candidate poses,Pose-dependent aerial slice masks enable the aggregation of candidate poses for efficient testing and comparison with ground descriptors.
ground-level camera pose estimation techniques,requirement of detailed maps,Techniques for ground-level camera pose estimation may require detailed 3D point cloud maps or semantic maps for accurate results.
3d point cloud maps,semantic maps,"3D point cloud maps and semantic maps are both types of maps used for representing Earth's surface, with 3D point cloud maps providing detailed point information and semantic maps providing labeled information."
aerial imagery,earth's surface,"Aerial imagery provides continuous coverage of Earth's surface, making it easier to collect accurate point clouds or semantic maps."
global image descriptor-based methods,dense pixel-level feature-based methods,"Global image descriptor-based methods and dense pixel-level feature-based methods are two categories of methods used for cross-view camera localization and pose estimation, with the former focusing on compact image representation and fast inference time and the latter on preserving more details and using geometric relationships between views for accurate estimation."
global descriptor-based approach,feature locality,"The global descriptor-based approach is improved in this work by enforcing feature locality in the descriptor, aiming for accurate and efficient camera pose estimation."
existing global descriptor-based cross-view camera pose estimation methods,aerial encoder,"Existing global descriptor-based cross-view camera pose estimation methods have limitations in relying on the aerial encoder to encode spatial context, causing the encoder to learn more than necessary."
aerial encoder,spatial context,The aerial encoder relies on spatial context to encode all information
aerial encoder,local information,The aerial encoder learns to aggregate local information via the SAFA module into the global descriptor
safa module,local information,The SAFA module helps in aggregating local information into the global descriptor
global descriptor,cross-view localization,Global descriptor-based methods for cross-view localization do not consider the orientation of the ground camera
global descriptor,camera pose estimation,Global descriptor-based methods are used in camera pose estimation
slicematch,aerial feature aggregation,SliceMatch is a method for cross-view camera pose estimation that uses novel aerial feature aggregation
aerial feature aggregation,directional information,Aerial feature aggregation in SliceMatch explicitly encodes directional information
horizontal field-of-view (hfov),orientation-specific descriptors,HFoV is used to aggregate orientation-specific descriptors
pose,candidates,poses are extracted for a set of candidates
aerial features,aerial slice descriptors,aerial features are aggregated into corresponding aerial slice descriptors
aerial features,cross-view attention,cross-view attention is used to weigh aerial features with respect to the ground descriptor
vertical slice,azimuth range,every vertical slice in the ground image corresponds to an azimuth range in the aerial image
feature extraction,descriptors,feature extraction is done once for constructing the descriptors for all pose candidates
model,ground image descriptor,the model is trained by pairing ground image descriptor with aerial descriptors at different locations and orientations
aerial feature aggregation step,cross-view attention module,aerial feature aggregation step uses a cross-view attention module for ground-view guided aerial feature selection
