node_1,node_2,edge
prototypical patches,components,Prototypical patches are used to recognize various components in an image in order to explain their reasoning to humans.
prototype-based methods,prototypes,"Prototype-based methods can learn prototypes that may not align with human visual perception, as the same prototype can refer to different concepts in the real world."
pip-net,image classification model,PIP-Net is introduced as an interpretable image classification model that learns prototypical parts in a self-supervised fashion which correlate better with human vision.
pip-net,sparse scoring sheet,PIP-Net can be interpreted as a sparse scoring sheet where the presence of a prototypical part in an image adds evidence for a class.
pip-net,decision making process,"PIP-Net with interpretable prototypes enables users to interpret the decision-making process in an intuitive, faithful, and semantically meaningful way."
latent space,pixel space,"Our prototypes correlate with ground-truth object parts, indicating that PIP-Net closes the 'semantic gap' between latent space and pixel space."
deep neural networks,computer vision,Deep neural networks are dominant in computer vision.
interpretability,explainability,Interpretability and explainability have grown in importance.
interpretability,reasoning,Interpretability is important for understanding the reasoning of complex models.
recognition-by-components theory,humans,Recognition-by-components theory describes how humans recognize objects.
components,objects,Humans recognize objects by segmenting them into multiple components.
prototypical parts,image patches,Prototypical parts are visualized as image patches.
natural images,synthetic images,Exemplary natural images are more informative to humans than generated synthetic images.
pip-net,decision,PIP-Net abstains from a decision when no relevant prototypes are present in the image.
pip-net,interpretation,"The reasoning of PIP-Net is separated into multiple steps, following the principle of isolation of functional properties for aligning human and machine vision."
pip-net,misclassification,The reasoning of PIP-Net simplifies human identification of reasons for (mis)classification.
part-prototype models,protop-net,ProtoP-Net is a recent interpretable part-prototype model.
part-prototype models,prototree,ProtoTree is a recent interpretable part-prototype model.
part-prototype models,protopshare,ProtoPShare is a recent interpretable part-prototype model.
part-prototype models,protopool,ProtoPool is a recent interpretable part-prototype model.
part-prototype models,fine-grained image recognition tasks,These part-prototype models are only designed for fine-grained image recognition tasks such as birds and car types.
part-prototype models,semantic correspondence,Part-prototype models lack 'semantic correspondence' between learned prototypes and human concepts.
part-prototype models,semantic gap,The 'semantic gap' in prototype-based methods between similarity in latent space and input space is a common issue.
part-prototype models,regularization of interpretability,Existing part-prototype models only regularize interpretability on class-level.
similarly,prototypes,Learn prototypes that represent concepts similar to humans.
latent space,perceived similarity,Similarity in latent space may not correspond to visually perceived similarity.
sun,dog,Two classes are 'sun OR dog' and 'NOT (sun OR dog)'.
sun,dog,An easy-to-interpret model should learn prototypes for sun and dog.
prototypes,images,Models optimize images of the same class to have the same prototypes.
prototypes,sun,Existing models may learn a single prototype for both sun and dog.
prototypes,dog,Models may learn a single prototype for both sun and dog.
patch similarity,human visual perception,Model's perception of patch similarity may not align with human visual perception.
gap,latent and pixel space,There is a gap between latent and pixel space.
