node_1,node_2,edge
aerial robots,complex environments,Aerial robots are now able to fly in complex environments.
aerial robots,object tracking,Drone-captured data gains lots of attention in object tracking.
object tracking,pedestrian,"Current research on aerial perception has mainly focused on limited categories, such as pedestrian or vehicle."
object tracking,vehicle,"Current research on aerial perception has mainly focused on limited categories, such as pedestrian or vehicle."
uavs,depth cameras,"Recently, UAVs equipped with depth cameras have been also deployed for more complex applications."
rgbd aerial tracking,traditional rgb object tracking,"Compared with traditional RGB object tracking, adding depth information can more effectively deal with more challenging scenes."
target interference,background interference,Adding depth information can more effectively deal with scenes such as target and background interference.
rgbd aerial tracking,overhead space,"In this paper, we explore RGBD aerial tracking in an overhead space."
rgbd aerial tracking,drone-based visual perception,Exploring RGBD aerial tracking can greatly enlarge the development of drone-based visual perception.
rgbd aerial tracking,large-scale benchmark,A large-scale benchmark for RGBD aerial tracking is proposed.
rgbd aerial tracking,rgbd videos,"The benchmark contains 1,000 drone-captured RGBD videos with dense annotations."
drone-based applications,real-time processing,Drone-based applications require real-time processing with limited computational resources.
real-time processing,limited computational resources,Drone-based applications require real-time processing with limited computational resources.
efficient rgbd tracker,emt,An efficient RGBD tracker named EMT is proposed.
emt,gpu,Our tracker runs at over 100 fps on GPU.
emt,nvidia jetson nx xavier,Our tracker runs at 25 fps on the edge platform of NVidia Jetson NX Xavier.
effcient multimodal fusion,feature matching,Our tracker benefits from its efficient multimodal fusion and feature matching.
emt,tracking performance,Extensive experiments show that our EMT achieves promising tracking performance.
resources,https://,All resources are available at https://.
emt,tracking performance,Experiments show that the EMT achieves promising tracking performance.
resources,https://github.com/yjybuaa/rgbdaerialtracking,All resources are available at the specified link.
aerial robots,complex missions,Aerial robots have been widely used in complex missions.
uavs,cameras,Unmanned Aerial Vehicles equipped with cameras are able to perceive and understand unknown environments.
uavs,agriculture,UAVs have wide applications in agriculture.
uavs,surveillance,UAVs have wide applications in surveillance.
uavs,color-based visual tracking,UAVs have been equipped with cameras for color-based visual tracking.
color-based visual tracking,drones,Color-based visual tracking with drones has been rapidly developed.
drones,large-scale datasets,Color-based visual tracking with drones has been developed thanks to large-scale datasets.
drones,dedicated algorithms,Color-based visual tracking with drones has been developed thanks to dedicated algorithms.
rgbd tracking,tracking failures,RGBD tracking is effective to tackle tracking failures.
depth sensors,uavs,Depth sensors are incorporated with UAVs for aerial autonomy and collision avoidance.
rgbd tracking,drones,Visual perception like RGBD tracking with drones is unexplored due to multiple limitations.
application scenarios,depth measurement range,These two concepts are related as they both are factors that need to be considered in the field of UAV tracking for effective and accurate tracking.
uav tracking datasets,video sequences,"UAV tracking datasets record video sequences which are used for tracking purposes, showcasing a clear relationship between these two concepts."
uav tracking datasets,aerial photography,"UAV tracking datasets record video sequences in the manner of aerial photography, indicating a correlation between the datasets and the photography methods."
captured objects,pedestrians and vehicles,"The captured objects mainly focus on pedestrians and vehicles, highlighting the types of objects that are recorded in the video sequences."
captured scenes,urban environments,"The captured scenes are in urban environments from a birds-eye view, providing context on where the scenes are set."
rgbd aerial tracking,uav tracking works,"RGBD aerial tracking is different from existing UAV tracking works, indicating a comparison between the two types of tracking methods."
drone-based visual perception,overhead space,"This research focuses on the unexplored overhead space to save ground space greatly with drone-based visual perception, showcasing the importance of this relationship in the research."
generic objects,different categories,"The research can include more generic objects of different categories such as hands, cups, or balls, showcasing the variety of objects being considered."
flying robots,short-range perception capabilities,"Flying robots with short-range perception capabilities can potentially be used in a wider range of scenarios, indicating the importance of this relationship in expanding the applicability of the robots."
challenges,drone-based visual perception,"The new task brings challenges in drone-based visual perception, highlighting the difficulties that may arise in this specific area."
real-world flight,natural environments,"The real-world flight comes with complicated and changeable natural environments, showcasing the challenges posed by the environment during flight."
drones,pose changes,"The high mobility of drones brings intense pose changes, indicating the impact of drone movement on the analysis of target scale."
target scale,motion blurs,"Intense pose changes in drones result in huge variations of target scale and considerable motion blurs, showcasing the relationship between these factors in drone-based tracking."
drone vision,low illumination,"Drone vision suffers from problems like low illumination, showing the challenges faced by drones in environments with inadequate lighting."
drone vision,low illumination,"Drone vision suffers from common challenges in visible situations like low illumination, making it difficult to detect objects."
drone vision,similar objects,"Drone vision also faces challenges such as identifying similar objects, which can lead to tracking errors."
drone vision,background clutter,"Drone vision is affected by background clutter, which can hinder object detection and tracking."
drone vision,limited onboard computational resources,"Drone vision is limited by the onboard computational resources, impacting its efficiency and performance."
flying platforms,edge platforms,Flying platforms generally require higher efficiency on edge platforms with limited resources to function effectively.
flying platforms,state-of-the-art trackers,Flying platforms often need state-of-the-art trackers to enhance their functionality and tracking capabilities.
multimodal trackers,model efficiency,"In multimodal trackers, the model efficiency plays a crucial role in ensuring optimal performance."
real-time practical applications,aerial tracking,"Real-time practical applications demand real-time responses, especially in aerial tracking scenarios to ensure accurate tracking results."
state-of-the-art trackers,real-time speed,"Current state-of-the-art trackers struggle to achieve real-time speed, particularly on powerful GPUs."
state-of-the-art trackers,real-world applications,State-of-the-art trackers face challenges in meeting the real-time speed requirements of real-world applications.
uav visual tracking,rgbd aerial platform,"To achieve UAV visual tracking with depth, a novel RGBD aerial platform is designed to collect videos simulating real-world environments."
videos,drone-based rgbd aerial tracking,"Videos captured using the RGBD aerial platform contribute to a large-scale dataset for Drone-based RGBD aerial tracking, enabling comprehensive analysis of tracking challenges."
d2cube,aerial platform,A large-scale dataset named D2Cube is built for Drone-based RGBD aerial tracking using the designed aerial platform.
captured videos,daily life scenarios,"The captured videos encompass diverse scenarios in daily life, providing a wide range of tracking challenges for analysis."
tracker,efficient,An efficient tracker is proposed to enhance the tracking capabilities of aerial platforms and improve the tracking accuracy.
object,annotations,Object annotations are mentioned in the context which may refer to labeling or marking objects in a video or image.
captured videos,scenarios,"The settings of captured videos cover diverse scenarios in daily life, indicating that the videos are taken in various real-life situations."
emt,tracker,"EMT is a tracker mentioned in the text, which is aimed at facilitating the development of on-board RGBD tracking."
emt,multimodal tracking,"EMT is proposed as a strong baseline for on-board multimodal tracking, indicating its capability to handle various tracking challenges simultaneously."
multimodal fusion,feature matching,The proposed tracker utilizes efficient multimodal fusion and feature matching to balance computational budget and tracking accuracy.
tracker,experiments,Extensive experiments are performed on diverse scenarios and various platforms to validate the effectiveness of the proposed EMT tracker.
emt,tracking performance,"The competitive tracking performance of EMT is observed in comparison with state-of-the-art RGB-only and multimodal trackers, running at a high frame rate of over 100 FPS."
emt,frame rate,EMT can run at a high frame rate of over 100 FPS on NVIDIA Jetson NX Xavier and over 25 FPS in practical application tests.
dataset,aerial tracking scenarios,"The dataset covers complex aerial tracking scenarios, indicating the types of scenarios included in the dataset."
method,balance,"The method proposed in the text shows a promising balance of accuracy, resources, and speed, highlighting the effectiveness of the approach."
task,rgbd air tracking,"The text introduces a new task of RGBD air tracking for newly defined overhead space, emphasizing its relevance to human life and wider applications."
benchmark,rgbd aerial tracking,"A new benchmark is constructed for RGBD aerial tracking, offering a high-diversity benchmark with more categories (34 classes) considered than existing benchmarks."
rgbd aerial tracking,diversity benchmark,"RGBD aerial tracking is benchmarked for diversity in categories, allowing consideration of 34 classes, making it the first dataset for testing multimodal aerial tracking models."
rgbd aerial tracking,new baseline,"A new efficient tracking baseline is proposed for RGBD aerial tracking, marked as the first real-time tracker for efficient on-board multimodal tracking, outperforming classical UAV trackers while maintaining comparable efficiency."
aerial tracking,uav-based tracking,"Aerial tracking involves UAV-based tracking, tracking target objects in consecutive frames using drone-based views."
uav-based tracking,existing uav tracking datasets,"Existing UAV tracking datasets focus on high-altitude aerial photography with capturing vehicles mainly, such as VisDrone and UAVDT."
uav-based tracking,d2cube,"UAV-based tracking faces new challenges with D2Cube dataset that contains multimodal information and diverse scenarios, contrasting existing datasets captured at high altitudes and under visible conditions."
uav-based tracking,challenges,UAV-based tracking faces challenges of limited computational resources and strict real-time speed requirements.
uav-based tracking,effective tracking algorithms,Existing UAV trackers have shown effectiveness in RGB-based tracking.
lighttrack,lightweight tracking framework,LightTrack achieves a lightweight tracking framework using NAS.
tctrack,holistic temporal encoding framework,TCTrack provides a holistic temporal encoding framework to handle temporal contexts in Siamese-based aerial tracking.
hcat,high tracking speed,HCAT achieves high tracking speed thanks to the hierarchical cross-attention transformer.
rgbd tracking,development of accessible depth sensors,RGBD tracking gains attention thanks to the development of accessible depth sensors.
qian et al.,dal,Qian et al. proposed DAL which designed a depth-aware deep correlation filter.
yan et al.,det,Yan et al. proposed DeT which is trainable on RGBD data with two-stream feature.
det,rgbd data,DeT proposed by Yan et al. is trainable on RGBD data for two-stream feature extraction backbones.
rgbd tracking,speed and performance balance,RGBD tracking still suffers from bad speed and performance balance.
d2cube,multiple challenges,D2Cube contains multiple challenges.
dataset,aerial tracking,Comparison of related datasets for aerial tracking and RGBD tracking.
dataset,rgbd tracking,Comparison of related datasets for aerial tracking and RGBD tracking.
dataset,d2cube,Comparison of related datasets for aerial tracking and RGBD tracking.
dataset,uav123,Comparison of related datasets for aerial tracking and RGBD tracking.
dataset,visdrone-sot,Comparison of related datasets for aerial tracking and RGBD tracking.
dataset,uavdt-sot,Comparison of related datasets for aerial tracking and RGBD tracking.
dataset,vt-uav,Comparison of related datasets for aerial tracking and RGBD tracking.
dataset,webuav-3m,Comparison of related datasets for aerial tracking and RGBD tracking.
dataset,depthtrack,Comparison of related datasets for aerial tracking and RGBD tracking.
dataset,rgbd,Comparison of related datasets for aerial tracking and RGBD tracking.
nvidia jetson nx xavier computer,ubuntu 18.04,The Nvidia Jetson NX Xavier computer is running Ubuntu 18.04 for computational support.
nvidia jetson nx xavier computer,uav,The Nvidia Jetson NX Xavier computer is mounted in the UAV for computational support.
nvidia jetson nx xavier computer,lipo battery,"The overall weight of the setup, which includes the Nvidia Jetson NX Xavier computer, LiPo battery, and propellers, is about 2.5 kg."
nvidia jetson nx xavier computer,propellers,"The overall weight of the setup, which includes the Nvidia Jetson NX Xavier computer, LiPo battery, and propellers, is about 2.5 kg."
microsoft azure kinect dk,intel realsense d455,Microsoft Azure Kinect DK and Intel RealSense D455 are two RGBD acquisition setups used in the study with different depth perception methods.
intel realsense d455,zed 2i stereo camera,Intel RealSense D455 and ZED 2i Stereo Camera are two RGBD acquisition setups used in the study with different depth perception methods.
microsoft azure kinect dk,tof method,Microsoft Azure Kinect DK is based on the Time-of-Flight (ToF) method for depth measurement.
intel realsense d455,structure light,Intel RealSense D455 uses structure light for depth perception.
zed 2i stereo camera,stereo vision,ZED 2i Stereo Camera uses stereo vision for depth perception.
zed 2i stereo camera,neural networks,ZED 2i Stereo Camera uses neural networks to reproduce human vision for depth perception.
rgbd cameras,drone,"RGBD cameras are connected to the drone by pan-tilt, enabling flexible changes in capturing viewpoints."
videos,30 fps,"All videos are captured under 30 fps, ensuring smooth playback."
videos,resolution,All videos are captured at a resolution normalized to 1280× 720 pixels.
training set,video clips,The training set includes 900 sequences of video clips for training purposes.
training set,validation set,"The training set is not further partitioned, and users can split the training and validation data."
object classification,test set,Object classification and distribution in the test set are depicted in Figure 2.
annotated example,bounding box,An annotated example with bounding box and attributes is illustrated in Figure 3.
attribute distribution,test set,Attribute distribution in our test set is shown in Figure 4.
dark scene,low light,Dark Scene refers to a scene where the light is too low to distinguish the target.
overexposure,high illumination,Overexposure occurs when the illumination is too high to distinguish the target.
illumination change,video sequence,Illumination Change indicates illumination changes during one video sequence.
out of view,object,Out of View refers to the object partially or fully leaving the view.
fast motion,object motion,Fast Motion is defined as the average per-frame object motion being larger than 20 pixels.
target rotation,plane,Target Rotation involves the target rotating in-plane or out of plane.
scale variation,target size,Scale Variation refers to the ratio change of target size between the minimum and maximum being more than 50%.
deformation,object,Deformation indicates the object is deformable.
composite objects,multiple objects,"Composite Objects are an ensemble of multiple objects, as an example, a man with a basketball."
low resolution,object area,Low Resolution occurs when the ratio of the object area to the image size is lower than 5%.
motion blur,target,Motion Blur happens when the target is blurred due to its own motion or camera motion.
viewpoint change,capturing angle,Viewpoint Change refers to the viewpoint not being fixed because of changes in the capturing angle.
sensor failure,camera,Sensor Failure occurs when at least one camera cannot provide useful information.
sensor failure,at least one camera cannot provide useful information,Sensor Failure is indicated by the inability of at least one camera to provide useful information
partial occlusion,the object is partially occluded,Partial Occlusion refers to the condition where the object is partially occluded
similar targets,there are similar objects,Similar Targets are identified when there are similar objects present
full occlusion,the object is fully occluded,Full Occlusion is when the object is fully occluded
background clutter,there are distractors around the target object,Background Clutter occurs when there are distractors present around the target object
