node_1,node_2,edge
non-local graph attention network (nl-gat),global descriptor,NL-GAT generates a global descriptor through two sub-networks for robust 3D shape classification.
sub-network,"global relationships between points (i.e., point-point features)",The first sub-network captures global relationships between points for robust classification.
sub-network,geometric shape attention map,The second sub-network enhances local features with a geometric shape attention map obtained from a global structure network.
gram matrices,different dimensions,All sub-networks use Gram matrices with different dimensions as input for working with robust classification.
global relationship network (grn),low-frequency features,GRN effectively preserves low-frequency features and improves classification results.
nlgat model,state-of-the-art models,Experimental results show that the classification effect of the NLGAT model is better than other state-of-the-art models.
3d scanning technology,classifications,3D scanning technology has led to the classification of objects and entities based on their shapes and attributes.
shape classification,global descriptor,The essential task in shape classification is to find a global descriptor that accurately represents the input point cloud.
neural networks,performance,Neural networks have shown excellent performance in point cloud classification on manually processed and aligned data.
point clouds,complexity,"Complex real-world point clouds can pose challenges due to rotation, sparsity, and noise, making classification difficult."
aggregation operations,local features,Many existing methods adopt aggregation operations of local features through stacking multiple network layers to obtain global features.
end-to-end deep learning,complex point clouds,The proposed end-to-end deep learning approach aims to address the limitations of current methods in capturing global information from complex point clouds.
complex point clouds,end-to-end deep learning network model,"The end-to-end deep learning network model is built on complex point clouds, focusing on robust classification."
complex point clouds,gram matrices,"Gram matrices are constructed based on the input point coordinates of complex point clouds, aiming to keep rotation invariant and capture crucial features."
gram matrices,point-point features,Gram matrices are used to extract global relationships of point-point features in the first sub-network.
gram matrices,noisy and sparse point clouds,"Gram matrices aim to capture crucial features, including local and non-local information, from noisy and sparse point clouds."
sub-network,network channel fusion operation,The first sub-network performs network channel fusion operation to extract global relationships of point-point features in a shallow network layer.
sub-network,multi-scale local gram matrices,The first sub-network is based on multi-scale local Gram matrices for feature extraction in a classification task.
sub-network,attention map,The second sub-network generates an attention map to enhance global relationships in the global structure of a Gram matrix.
sub-network,global descriptor,Three fully connected (FC) layers receive results from two sub-networks to generate a global descriptor for classification tasks.
global descriptor,existing methods,The global descriptor obtained by the proposed method outperforms existing methods in classifying complex point clouds.
deep learning network model,specific function modules,The deep learning network model consists of specific function modules in two global feature learning sub-networks.
feature learning sub-networks,multi-scale gram matrices,"The feature learning sub-networks consist of speciﬁc function modules in two global feature learning sub-networks, which are based on multi-scale Gram matrices constructed by the point coordinates."
multi-scale gram matrices,point coordinates,The multi-scale Gram matrices are constructed by the point coordinates to gather lots of information for sparse point clouds.
multi-scale gram matrices,sparse point clouds,The multi-scale Gram matrices constructed by the point coordinates gather lots of information for sparse point clouds.
sparse point clouds,feature learning sub-networks,The feature learning sub-networks can gather lots of information for sparse point clouds.
feature learning sub-networks,low-frequency features,The feature learning sub-networks can preserve valuable low-frequency features for noisy point clouds.
low-frequency features,noisy point clouds,The low-frequency features are preserved for noisy point clouds by the feature learning sub-networks.
feature learning sub-networks,rotational transformations,The feature learning sub-networks guarantee invariance to any rotational transformations.
point clouds,unstructured point clouds,"Point clouds are unordered without regular structures, making it impossible to directly transfer networks from the 2D image to the 3D point cloud."
qi et al.,t-net network,Qi et al. solve the problem of unordered point clouds by designing a T-Net network by directly inputting the point cloud.
velickovic et al.,graph attention network,Velickovic et al. propose a graph attention network that computes the weighting coefﬁcients of points and selectively focuses on the most relevant neighborhood features of point clouds.
wang et al.,edgeconv module,"Wang et al. design an EdgeConv module based on the topology of the graph to get the edge features of neighborhoods points, maintaining alignment invariance."
wu et al.,recurrent neural network,Wu et al. encode the point cloud into a series of parallel sequences and extract features based on a shared recurrent neural network.
zhang et al.,eagconv,Zhang et al. develop a new convolutional method (EAGConv) by combining the advantages of feature alignment invariance in DGCNN and computational efﬁciency in PointNet.
