node_1,node_2,edge
instance segmentation,object instances,Instance segmentation involves segmenting different object instances with a mask of fixed resolution
instance segmentation,binary mask,Challenging task to predict the optimal binary mask for each instance
feature pyramid network,dual-level feature pyramid network,Dual-level FPN with adaptive feature aggregation developed to increase mask grid resolution gradually
feature pyramid network,mask,FPN used for segmentation of objects with high-quality masks
dual-level feature pyramid network,region-level top-down path,r-FPN introduced to incorporate complementary contextual and detailed information from different stages of i-FPN
region-level top-down path,image-level fpn,r-FPN incorporates information from different stages of i-FPN for segmenting objects
mask switch module,instance,MSM developed to select the most suitable mask resolution for each instance for high efficiency
mask switch module,memory costs,MSM developed to alleviate increase in computation and memory costs caused by using large masks
dynamask,performance improvements,DynaMask method brings consistent and noticeable performance improvements over other state-of-arts at a moderate computation overhead
instance segmentation,computer vision task,Instance segmentation is described as an important task within computer vision.
instance segmentation,class label prediction,Instance segmentation aims at predicting the class label for each instance of interest.
instance segmentation,binary mask prediction,Instance segmentation also aims at predicting the binary mask for each instance of interest.
instance segmentation,deep convolutional neural networks (cnns) based is methods,Recent years have witnessed significant advances in deep CNNs based IS methods.
deep convolutional neural networks (cnns) based is methods,training data,Deep CNNs based IS methods have seen significant advances with a rich amount of training data.
two-stage is methods,single-stage is methods,Existing IS methods can be divided into two major categories: two-stage and single-stage methods.
two-stage is methods,higher segmentation accuracy,Two-stage methods could produce higher segmentation accuracy compared to single-stage methods.
two-stage is methods,more computational resources,Two-stage methods cost more computational resources than single-stage methods.
dynamic mask selection results,irregular shapes,Some 'hard' samples with irregular shapes like 'person' are assigned larger masks.
dynamic mask selection results,regular shapes,The 'easy' samples like 'frisbee' are assigned smaller masks.
proposal-based two-stage methods,is methods,The proposal-based two-stage methods are a type of IS methods that follow a detection-and-segmentation paradigm.
proposal-based two-stage methods,top performers,"The proposal-based two-stage methods, specifically those which follow a detection-and-segmentation paradigm, are still considered the top performers."
mask r-cnn,proposals,Mask R-CNN first generates a group of proposals with an object detector.
mask r-cnn,foreground/background segmentation,Mask R-CNN then performs per pixel foreground/background segmentation on the Regions of Interest (RoIs).
high-resolution masks,excessive predictions on the smooth regions,"High-resolution masks often generate excessive predictions on the smooth regions, leading to high computational complexity."
objects with irregular shapes,fine-grained masks,"Objects with irregular shapes demand more fine-grained masks to predict, known as 'hard' samples."
objects with regular shapes,coarser masks,"In comparison, objects with regular shapes and fewer details can be efficiently segmented using coarser masks."
