node_1,node_2,edge
mirror detection,static images,Mirror detection has received significant research interest in static images.
mirror detection,video mirror detection,Moving from static images to video mirror detection is challenging due to lack of dataset and effective method.
data set,video mirror detection,The lack of high-quality dataset is a challenge in video mirror detection.
vmd-net,dual correspondence module,VMD-Net utilizes a dual correspondence module for correlating correspondences across frames.
vmd-d,large-scale dataset for vmd,VMD-D is a large-scale dataset containing annotated masks for video mirror detections.
proposed method,sota methods,Experimental results show that the proposed method outperforms SOTA methods in relevant fields.
method efficiency,backbone features,The method efficiently utilizes backbone features for real-time VMD by removing redundant design.
redundant multi-level module design,real-time video-based applications,The design eliminates post-processing and is efficient for real-time applications.
redundant multi-level module design,computer vision tasks,The design impacts computer vision tasks by removing post-processing.
post-processing,existing methods,Post-processing is commonly used in existing methods.
mirror detection method vcnet,single-image mirror detection,VCNet method performs well on single images using intra-frame correspondence.
mirror detection method vcnet,mirror detection methods,VCNet method differs from current methods by exploiting inter-frame information.
dual correspondence module,intra-frame and inter-frame correspondences,The method uses the dual correspondence module to exploit both spatial and temporal correspondences.
computer vision model,robust computer vision model,Building a robust computer vision model is necessary to address the challenges of mirrors.
intra-frame,inter-frame,Intra-frame (spatial) and inter-frame (temporal) correspondences are key concepts related to building a robust computer vision model.
computer vision model,mirrors,Building a robust computer vision model involves distinguishing mirrors from their surrounding objects correctly.
mirror detection methods,rgb input images,"Mirror detection methods often use single RGB input images to detect mirrors, exploiting cues such as context contrast and semantic association."
mirror detection methods,videos,"While existing mirror detection methods focus on single-image detection, there is a need to shift towards detecting mirrors from videos for real-world applications."
video mirror detection (vmd),real-world computer vision applications,"Solving the video mirror detection problem can benefit real-world computer vision applications like robotic navigation, autonomous driving, and surveillance."
vmd,challenges,The VMD problem faces challenges such as the lack of large-scale datasets for training and the inefficiency of existing mirror detection methods.
post-processing techniques,real-time applications,Efficient post-processing techniques are essential for making mirror detection methods suitable for real-time applications.
vcnet,latest state-of-the-art image-based mirror detection method,"The method in this paper outperforms the latest state-of-the-art image-based mirror detection method, VCNet, in terms of network parameters and speed."
vcnet,proposed method,"VCNet is mentioned as a detection method in the context, while the proposed method refers to the approach being discussed"
vcnet,vmd-d,"VCNet is mentioned in relation to the VMD-D dataset, implying that VCNet is used in conjunction with this dataset"
vmd-d,large-scale video mirror detection dataset,VMD-D is described as the first large-scale video mirror detection dataset in the context
vmd-d,vmd-net,"VMD-D dataset is mentioned in relation to the novel network called VMD-Net, suggesting that VMD-Net is designed to work with the VMD-D dataset"
vmd-net,intra-frame and inter-frame correspondences,VMD-Net is described as a network that exploits both intra-frame and inter-frame correspondences with a dual correspondence (DC) module
vmd-net,dc module,VMD-Net is mentioned to have a DC module that allows it to tolerate occasionally missing correspondences in the temporal dimension
existing state-of-the-art methods,vmd-d dataset,It is stated that the proposed method outperforms existing state-of-the-art methods from relevant tasks on the VMD-D dataset
yang et al.,mirror detection dataset,Yang et al. are mentioned in relation to the proposal of the first mirror detection dataset
lin et al.,mirror detection benchmark,Lin et al. are mentioned in relation to the proposal of a more diverse and larger mirror detection benchmark
mei et al.,rgb-d dataset,Mei et al. are mentioned in relation to the consideration of using RGB-D data for detecting mirrors and constructing the first RGB-D dataset for mirror detection
tan et al.,depth re,Tan et al. are mentioned in relation to addressing depth re in the context
rgb-d dataset,mirror detection,The RGB-D dataset was constructed for mirror detection by Tan et al. [35] to address the depth refinement problem on mirror surfaces. Another RGB-D mirror dataset was proposed by the same authors along with a detect-and-refine method for mirror detection. An image-based method for mirror detection was proposed by Tan et al. [36] based on chirality cue and implicit correspondences.
mirror detection methods,vmd problem,"Existing mirror detection methods focused on mirror detection but not on the VMD problem. These methods also had high computational costs, making them impractical for real-time applications. The paper aims to address the VMD problem by constructing a benchmark dataset and proposing an efficient/effective method for the problem."
video object segmentation,vos,Video Object Segmentation (VOS) aims to segment target objects from input videos. It is categorized into unsupervised video object segmentation (UVOS) and semi-supervised video object segmentation.
mirror detection methods,vmd-d dataset,"Quantitative comparison on performance and efficiency between existing mirror detection methods and the proposed method for VMD was done. The proposed method outperformed the state-of-the-art image-based mirror detection method, VCNet [36], by a large margin in terms of network parameters and speed."
image-based mirror detection task,static cues,Existing methods for image-based mirror detection task are based on static cues and do not take advantage of the dynamic nature of videos in the VMD problem.
vcnet,mirror detection method,"VCNet, the current state-of-the-art mirror detection method, may fail in some challenging frames when correspondences are missing due to changes in camera pose."
image-based mirror detection task,heavy network design and time-consuming post-processing techniques,Existing methods for image-based mirror detection task adopt heavy network design and time-consuming post-processing techniques in order to improve their results.
image-based mirror detection models,1fps,"Existing image-based mirror detection models run at about 1fps even on the latest GPUs, which cannot support real-time VMD."
vmd problem,large-scale dataset and effective/efficient method,Existing drawbacks in VMD problem have motivated the development of a large-scale dataset and an effective/efficient method for video mirror detection.
vmd-d dataset,"14,987 image frames in 269 videos","VMD-D dataset contains 14,987 image frames in 269 videos, providing large-scale and high-diversity data for training and evaluation on the VMD problem."
vmd-net,vmd problem,"The proposed method, VMD-Net, addresses the VMD problem in an effective and efficient manner."
vmd-net,vmd problem,VMD-Net is an effective and efficient method proposed for the video mirror detection problem.
svos,uvos,"SVOS requires annotation for the first frame of the input video during the inference phase, while UVOS does not. Therefore, UVOS is more related to the video mirror detection problem."
uvos,video mirror detection problem,"UVOS focuses on automatically detecting the primary foreground object without using the ground truth mask of the first frame during testing, which is relevant to the video mirror detection problem."
uvos,foreground object,UVOS methods focus on detecting foreground objects in input videos without using the ground truth mask of the first frame during testing.
uvos,ground truth mask,UVOS methods do not use the ground truth mask of the first frame during testing for detecting foreground objects in input videos.
cnn-based uvos models,uvos,"CNN-based UVOS models focus on exploring different cues like memory, graph neural network, and visual attention for better performance in UVOS."
latest uvos methods,optical flow,"The latest UVOS methods take optical flow as auxiliary information to help segment videos, due to the rapid evolution in optical flow estimation."
optical flow,segment videos,Optical flow is used as auxiliary information to assist in segmenting videos.
optical flow,rapid evolution,Rapid evolution in optical flow estimation is mentioned as a positive aspect.
uvos methods,video mirror detection problem,UVOS methods cannot directly address the video mirror detection problem because mirrors are not always the primary foreground objects.
vsod,uvos task,Video salient object detection (VSOD) is related to the UVOS task.
vsod,salient objects,VSOD aims to automatically detect visually distinctive objects from videos without indicating the salient object's location in the first frame.
vsod methods,handcrafted features,Earlier VSOD methods detected salient objects using handcrafted features.
vsod methods,deep neural networks,Recent VSOD methods achieve great progress by utilizing deep neural networks.
fan et al.,attention shift,Fan et al. take attention shift into account in their research.
gu et al.,self-attention models,Gu et al. exploit self-attention models to detect salient objects from videos efficiently.
zhang et al.,context fusion,Zhang et al. propose a dynamic strategy of context fusion for VSOD.
video mirror detection,vsod,"Similar to UVOS, the methods for video salient object detection are not directly applicable to video mirror detection."
video mirror detection,vmd-d,The Video Mirror Detection Dataset (VMD-D) is mentioned to facilitate research on the video mirror detection problem.
video mirror detection dataset,vmd-d dataset,VMD-D is the large-scale video mirror detection dataset contributed in the context
vmd-d dataset,videos,VMD-D dataset consists of 269 videos with precise annotations from diverse scenes
videos,image frames,"Videos in the dataset are associated with 14,988 image frames"
video mirror detection dataset,269 videos,The dataset includes 269 videos with mirror regions from daily-life scenes
videos,scenes,Videos in the dataset are collected from diverse scenes
mirror masks,annotators,Pixel-level mirror masks are labeled by annotators in the dataset
dataset,video quality,"The dataset mentioned in the context reflects good video quality, characterized by high-resolution videos."
dataset,annotated frames,"The dataset mentioned in the context contains a large number of annotated frames, indicating the quantity of data it has."
dataset,mirror detection,The dataset mentioned in the context is practical for being the first step for large-scale video mirror detection.
mirror area distribution,image area,The ratio of mirror area over the image area is shown in Figure 4(a) as mirror area distribution.
dataset,small mirrors,"The dataset mentioned in the context consists of a lot of small mirrors, which makes it very challenging."
mirror regions,non-mirror regions,Contrasts between mirror regions and non-mirror regions are analyzed by computing distance between their RGB histograms.
mirror datasets,vmd-d,"In general, VMD-D has more images with extremely low color contrasts compared to existing mirror datasets MSD and PMD."
vmd dataset,color contrasts,"VMD-D has more images with extremely low color contrasts, indicating images collected from very diverse scenes."
spatial correspondences,mirror contents,There are often spatial correspondences between the contents inside (reflected) and outside (real) of a mirror.
mirror,spatial correspondences,Mirror detection methods may need to consider spatial correspondences between the contents inside and outside of a mirror.
mirror,temporal correspondences,Mirror detection methods should also take into account temporal correspondences to avoid failure in the VMD task.
vmd-net,network design,The key idea of the VMD-Net network design is to leverage intra-frame and inter-frame correspondences for video mirror detection.
vmd-net,images,VMD-Net takes three images from the same video clips as inputs for mirror detection.
vmd-net,shared backbone network resnext,VMD-Net utilizes a shared backbone network ResNext to extract multi-scale features from the input images.
multi-scale features,input images,The shared backbone network ResNext is used to extract multi-scale features from the input images for better mirror detection.
vmd-net,deeplabv3,"VMD-Net utilizes low-level features at the 2nd scale and high-level features at the 5th scale, similar to the design of DeepLabV3 which feeds high-level features to an atrous spatial pyramid pooling module."
vmd-net,dc module,"VMD-Net assigns a dual correspondence module to both low-level and high-level features to produce intermediate and final outputs, while the DC Module has two stages aiming to learn intra-frame and short-term inter-frame correspondences in input images."
dc module,vmd-net,"The DC Module focuses on extracting long-term inter-frame correspondences across all input images to enhance the learning of temporal correspondence, enabling VMD-Net to exploit correspondences."
vmd-net,temporal correspondence,VMD-Net exploits correspondences at both intra-frame and inter-frame levels at different tempo
vmd-net,dc module,VMD-Net consists of DC module to extract temporal correspondences
dc module,temporal correspondence,DC module aims to extract intra-frame and short-term temporal correspondences as well as long-term temporal correspondences from input frames
dc module,gr block,DC module utilizes the GR block to extract intra-frame correspondences from high-level features of each image
gr block,spatial corresponding relations,GR block models spatial corresponding relations in a single image to extract correspondences between the content inside and outside of the mirrors
gr block,high-level features,GR block utilizes high-level features to extract correspondence-aware features and concatenate them with low-level features for output
