node_1,node_2,edge
multi-view depth estimation,learning-based method,The learning-based method presented in the paper focuses on multi-view depth estimation from posed images.
multi-view depth estimation,posed images,The multi-view depth estimation is performed on posed images as the input data.
learning-based method,plane-sweeping cost volume,The learning-based method iteratively indexes a plane-sweeping cost volume and regresses the depth map.
plane-sweeping cost volume,depth map,The plane-sweeping cost volume encodes the multi-view geometry and is used to estimate the depth map.
siamese network,asymmetric volume,"An asymmetric volume, introduced to the reference image by breaking the symmetry of the Siamese network, allows the extraction of global features to predict depth maps."
reference image,depth map,Features extracted from the reference image are used to predict the depth map.
poses,inaccuracies,"The poses between reference and source images may contain inaccuracies, leading to potential issues in depth estimation."
residual pose network,cost volume,"The residual pose network corrects the relative poses between images, rectifying the cost volume at the frame level."
multi-view stereo (mvs),dense 3d geometry,MVS aims to recover dense 3D geometry from multiple images captured from different viewpoints with calibrated cameras.
multi-view stereo (mvs),computer vision,MVS is a fundamental problem in computer vision with wide applications.
mvsnet,learning-based methods,"Learning-based methods, following the seminal MVSNet, have been proposed achieving great improvements against their traditional counterparts in terms of accuracy or efficiency."
mvsnet,traditional plane-sweeping approach,Most of the learning-based MVS methods rely on traditional plane-sweeping approach to generate a cost volume by comparing the CNN features of reference image and source images at several depth hypotheses.
learning-based methods,traditional plane-sweeping approach,Most of the learning-based MVS methods rely on traditional plane-sweeping approach to generate a cost volume by comparing the CNN features of reference image and source images at several depth hypotheses.
2d cnn methods,multi-level features,2D CNN methods use multi-level features as skip connections to help decode the cost volume for depth regression.
2d cnn methods,skip connections,"Even though the skip connections improve the depth maps, they weaken the role of cost volume and the geometry knowledge embedded therein to some extent."
3d cnn methods,soft-argmin,3D CNN methods use soft-argmin to regress the depth map as the expectation from the cost volume distribution.
ria-mvs,depth,RIA-MVS is a new paradigm to predict depth via learning to recurrently index an asymmetric cost volume
index field,depth hypotheses,The index field is used to directly index depth hypotheses to render a depth map
system,depth,The system is designed to approach the ground truth depth iteratively
optimization,cost volume,Optimization is facilitated by improving the cost volume at pixel- and frame- levels
transformer block,reference view,A transformer block is asymmetrically applied to the reference view
transformer block,source views,The transformer block is not applied to the source views
cnns,local features,CNNs are used to extract local features
asymmetric cost volume,matching similarity cues,asymmetric cost volume is used to store more accurate matching similarity cues
frame level,residual pose net,residual pose net is proposed at the frame level to rectify camera poses
camera poses,visual slam,camera poses obtained via Visual SLAM contain noise
rectified poses,reference features,rectified poses are used to accurately backward warp reference features
