node_1,node_2,edge
vision-language models (vlms),align vision and language representations,VLMs learn to align vision and language representations on large-scale datasets
image-text pair,contains a bag of semantic concepts,each image-text pair usually contains a bag of semantic concepts
object detectors,align region embeddings with vlm features,existing object detectors align region embeddings individually with VLM features
semantic concepts,compositional structure,composition structure of semantic concepts in a scene underexploited
embedding of bag of regions,words in a sentence,embeddings of regions in a bag treated as embeddings of words in a sentence
faster r-cnn,surpasses previous best results,approach surpasses previous best results on novel categories of COCO and LVIS benchmarks
object detector,recognize categories,traditional object detector can only recognize categories learned in the training phase
open-vocabulary object detection (ovd),detect objects in nearly unbounded concept pool,OVD is a task to detect objects in a nearly unbounded concept pool
open-vocabulary object detection (ovd),distillation-based approach,"The distillation-based approach is a typical solution to OVD, where the knowledge of rich and unseen categories is distilled from pre-trained vision-language models (VLMs)."
distillation-based approach,pre-trained vision-language models (vlms),The distillation-based approach involves distilling knowledge from pre-trained VLMs to address the task of Open-vocabulary object detection.
distillation-based approach,object detectors,"Existing distillation-based object detectors align individual region embeddings to features extracted by the frozen image encoder of VLMs, using carefully designed strategies."
pre-trained vision-language models (vlms),image-text pairs,VLMs learn aligned image and text representations on large-scale image-text pairs to distill general knowledge that is beneficial for Open-vocabulary object detection.
individual region embedding,features extracted by the frozen image encoder of vlms,Existing distillation-based object detectors align each individual region embedding to features extracted by the frozen image encoder of VLMs with carefully designed strategies.
vlms,compositional structure of multiple semantic concepts,VLMs have implicitly learned the inherent compositional structure of multiple semantic concepts.
vlms,co-existence of stuff and things,VLMs have implicitly learned the inherent co-existence of stuff and things from a colossal amount of image-text pairs.
maskclip,zero-shot segmentation,MaskCLIP leverages the notion for zero-shot segmentation.
ovd approaches,compositional structures encapsulated in vlms,Existing distillation-based OVD approaches have yet to fully exploit the compositional structures encapsulated in VLMs.
embedding of bag of regions (baron),co-existence of visual concepts,Explicitly learning the co-existence of visual concepts encourages the model to understand the scene beyond just recognizing isolated individual objects.
baron,contextually interrelated regions,BARON first samples contextually interrelated regions to form a ‘bag’.
region proposal network (rpn),potential novel objects,The region proposal network (RPN) is proven to cover potential novel objects.
neighborhood sampling strategy,co-occurrence of a bag of visual concepts,We explore a neighborhood sampling strategy that samples boxes around region proposals to help model the co-occurrence of a bag of visual concepts.
baron,bag-of-regions embeddings,BARON obtains the bag-of-regions embeddings by projecting the regional features into the word embedding space and encoding these pseudo words with the text encoder (TE) of a frozen VLM.
baron,co-occurring semantic concepts,"By projecting region features to pseudo words, BARON naturally allows TE to effectively represent the co-occurring semantic concepts and understand the whole scene."
baron,te,BARON projects box shape and box center position into embeddings and adds to pseudo words before feeding them to TE. BARON is trained by aligning bag-of-regions embeddings to teacher embeddings.
baron,vlm,"BARON is aligned with VLM in the training process. Consistent with VLMs' pre-training, BARON uses contrastive learning approach to learn pseudo words and bag-of-regions embeddings."
baron,faster r-cnn,"Combined with Faster R-CNN, BARON achieves performance improvements in box AP50 and mask mAP on OV-COCO and OV-LVIS."
baron,coco,"BARON can distill knowledge from caption supervision, outperforming previous approaches that use COCO caption."
vlm,ie,The teacher embeddings are obtained by feeding image crops enclosing the bag of regions to the image encoder (IE) of the VLM.
coco caption,image,COCO caption is used in reference to images
vision-language pre-training,aligned image and text representations,Vision-language pretraining aims to learn aligned image and text representations
studies,pre-train vision-language models (vlms),Studies focus on pre-training vision-language models
vision-language models (vlms),improve performance of downstream recognition and generation tasks,VLMs are used to improve recognition and generation performance
studies,aligned vision-language representation,Studies focus on learning aligned vision-language representation
images,classified with arbitrary texts,Images can be classified with arbitrary texts
models,contrastive learning in vlms on billion-scale image-text pairs,Models conduct contrastive learning on billion-scale image-text pairs
vlms,zero-shot performance,VLMs show impressive zero-shot performance when transferred to image classification tasks
success of vlms,exploit alignment of vision-language representations for dense prediction tasks,Success of VLMs leads to the exploitation of alignment for dense prediction tasks
detection,maskclip captures stuff and things in a complex scene,MaskCLIP captures stuff and things in complex scenes for detection
image encoder in vlms,captures stuff and things in a complex scene,Image encoder in VLMs captures stuff and things in complex scenes
pixel embeddings,corresponding text representations,Pixel embeddings are aligned with corresponding text representations
vlms,implicitly learned compositional structure of multiple semantic concepts,VLMs implicitly learned the compositional structure of multiple semantic concepts
massive amount of image-text pairs,implicitly learned compositional structure of multiple semantic concepts,"After training on massive image-text pairs, VLMs implicitly learned the compositional structure of multiple semantic concepts"
image-text pairs,compositional structure,The compositional structure of multiple semantic concepts naturally exists in image-text pairs.
representation alignment,bag of regions,"Exploring representation alignment between bag of regions and bag of words, different from previous works."
object detectors,pre-defined object categories,Traditional object detectors are limited to pre-defined object categories.
zero-shot object detection,individual region embeddings,Zero-shot object detection aligns individual region embeddings with text embeddings of categories through different strategies.
open-vocabulary object detection,zero-shot object detection,Open-vocabulary object detection is a more general form of zero-shot object detection.
