node_1,node_2,edge
neural captioners,human-generated references,One of the key concepts in the context related to the training of neural captioners is the use of human-generated references as a basis for training.
neural captioners,vague captions,"This relationship highlights a problem that arises with neural captioners, which is the generation of vague captions when not optimized for a specific communication goal."
system,description,The system described in the context is required to produce a description for a given target image in order to enable an out-of-the-box text-conditioned image retriever to identify the image among candidates.
system,image retriever,The system is designed to produce descriptions that assist an out-of-the-box image retriever in identifying target images among a set of candidates.
captioner,fine-tuning,The process of fine-tuning a captioner with a discriminative communication objective is discussed in the context as a means to improve the language and informativeness of captions.
description,human references,The descriptions generated by the system after fine-tuning are shown to resemble human references more closely than those produced by the same system without fine-tuning.
captioner,human annotators,The discriminatively fine-tuned captions are found to be more helpful than vanilla ClipCap captions or ground-truth captions for human annotators tasked with a specific dataset.
clipcap captions,ground-truth captions,ClipCap captions are compared to ground-truth captions for human annotators in an image discrimination task. ClipCap captions are found to be more helpful than ground-truth captions.
image descriptions,deep neural networks,Image descriptions are automatically generated using deep neural networks. Deep neural networks have shown impressive progress in generating image descriptions over the last decade.
image descriptions,clip encoders,Image descriptions are generated using a discriminative finetuning method applied to CLIP encoders. The CLIP encoders are frozen while the language generation modules are updated based on reward values.
system-produced captions,ground-truth human references,System-produced captions are optimized to be similar to ground-truth human references through cross-entropy cost function or NLG metrics like CIDEr. The similarity is achieved through reward-based objectives.
image description,object,An image description is produced to correctly characterize an object so that a hearer can discriminate it from other contextual elements. The ability to discriminate objects plays a core role in communication.
communication,purpose,Communication has the core purpose of discriminating between referents.
communication,evolution,Communication plays a fundamental role in the evolution of communication.
communication,acquisition,Communication plays a fundamental role in the acquisition of communication.
image captioner,language components,An out-of-the-box image captioner is finetuned with a discriminative objective by adjusting its language components.
captioner,discrimination game,Captioner plays a discrimination game with an out-of-the-box caption-based image retriever.
captioner,image retriever,Captioner interacts with an image retriever to generate captions and select targets.
caption,target image,A caption is generated for a target image by the captioner.
caption,candidates,A caption is used by the retriever to select the target among a set of candidates.
captions,cross-domain caption generation,Finetuned captions lead to better 0-shot cross-domain caption generation.
captions,neural text-based image retrieval,Finetuned captions are beneficial for neural text-based image retrieval.
captions,human annotators,Finetuned captions help human annotators to discriminate targets from distractors more effectively than human-generated captions.
human-generated captions,finetuned captions,Finetuned captions are compared to human-generated ones and show improved discriminative abilities.
