node_1,node_2,edge
pose integrated gradient (poseig),technique,The technique designed for pose estimation is named Pose Integrated Gradient (PoseIG).
pose integrated gradient (poseig),interpretability,Pose Integrated Gradient (PoseIG) is presented as the first interpretability technique designed for pose estimation.
pose integrated gradient (poseig),pose estimation,Pose Integrated Gradient (PoseIG) is designed specifically for pose estimation.
pose integrated gradient (poseig),integrated gradients,Pose Integrated Gradient (PoseIG) extends the concept of integrated gradients for pose estimation.
pose estimation,pixel-level attribution maps,The concept of integrated gradients for pose estimation is extended to generate pixel-level attribution maps.
pose estimation,different pose frameworks,"To enable comparison across different pose frameworks, different pose outputs are unified into a common output space."
pose estimation,likelihood approximation function,A likelihood approximation function is used for gradient back-propagation in pose estimation.
pose estimation,qualitative insight,"To complement the qualitative insight from the attribution maps, three indices for quantitative analysis are proposed."
different pose frameworks,network design,Different pose estimation frameworks are systematically compared to understand the impacts of network design.
different pose frameworks,backbone,Different pose estimation frameworks are systematically compared to understand the impacts of backbone.
different pose frameworks,auxiliary tasks,Different pose estimation frameworks are systematically compared to understand the impacts of auxiliary tasks.
body pose estimation,keypoints,An under-explored inversion error is revealed for keypoints in body pose estimation.
pose estimation systems,integrated gradients (ig),"Integrated Gradients (IG) is a commonly used attribution technique that can produce pixel-level attribution maps for various tasks, including pose estimation."
pose estimation systems,pose integrated gradients (poseig),Pose Integrated Gradients (PoseIG) generates spatial attribution maps specifically designed for pose estimation.
integrated gradients (ig),pixel-level attribution maps,Integrated Gradients (IG) and its derived variants can produce pixel-level attribution maps for various image and natural language classification tasks.
pose estimation systems,numerical indices,"Based on the attribution maps generated by Pose Integrated Gradients, numerical indices can be proposed to characterize the attributions throughout the scene."
predicted outputs,attribution maps,"Based on the likelihood approximation function, we can back-propagate the gradients from predicted outputs to generate attribution maps for pose estimation."
pose estimation models,spatial likelihoods,"Unlike classification models that output class likelihoods, pose estimation models can vary in output, ranging from spatial likelihoods to regressed coordinates."
frameworks,outputs,Frameworks produce different outputs which need to be unified for meaningful comparison.
outputs,common output space,Different outputs are unified into a common output space for comparison.
