node_1,node_2,edge
shadows,differentiable rendering,Shadows are an important aspect of differentiable rendering as they contribute to the realism of the images by considering if the path to a light source is unobstructed.
differentiable rendering,triangle meshes,Differentiable rendering involves generating shadows in triangle meshes efficiently.
shadows,differentiable shadow maps,"Differentiable shadow maps provide faster results compared to light transport simulation, while still maintaining accuracy."
differentiable rasterizers,visibility information,Combining pre-filtered shadow mapping with differentiable rasterizers enables the generation of differentiable visibility information.
shadow maps,shadows,Shadow maps are mentioned as a technique for adding shadows to pixels in the context
shadow maps,differentiable rendering frameworks,The adaptation of shadow maps to work in differentiable rendering frameworks is described in the context
shadow mapping,differentiable shadows,The context explains how certain approximations of shadow mapping can be differentiated to achieve differentiable shadows
differentiable rasterizers,differentiable shadows,Existing differentiable rasterizers are mentioned in the process of handling differentiable shadows
shadows,inverse graphics problems,Shadows play a crucial role in inverse graphics problems as they provide realism significantly faster than global methods.
differentiable shadow mappings,"pose estimation, geometry reconstruction, interactive editing","The trade-off and possibilities of differentiable shadow mappings are demonstrated in various applications such as pose estimation, geometry reconstruction, and interactive editing by manipulating shadows."
differentiable rendering,computing derivatives of rendering process,Differentiable rendering allows computing derivatives of the rendering process to generate a virtual image from a set of scene parameters.
renderers,scene representations,Renderers are differentiated based on the type of scene representations they work with.
renderers,triangle meshes,The focus of the discussion is on renderers specifically designed for triangle meshes.
triangle meshes,rasterization,Renderers for triangle meshes involve point-sampling the scene on a regular grid in the image plane using rasterization.
rasterization,point sampling,Rasterization involves point sampling of the scene.
rasterization,gradient computation,Some rasterizers approximate the gradient computation to make scene parameter derivatives calculation easier.
rasterization,anti-aliasing,Some rasterizers use anti-aliasing for smoothness and to ensure differentiability.
rasterization,local shading,Different approaches vary in terms of local shading of a pixel during rasterization.
renderers,monte carlo integration,Physically-based renderers often utilize Monte Carlo integration to approximate the rendering equation numerically.
monte carlo integration,rendering equation,Monte Carlo integration is used to approximate the rendering equation in physically-based renderers.
renderers,visibility discontinuities,Techniques have been developed to handle visibility discontinuities in gradients within differentiable renderers.
gpus,ray-triangle intersection,Modern GPUs have specialized hardware for ray-triangle intersection in rendering.
gpus,ray-triangle intersection,GPUs possess specialized hardware for ray-triangle intersection
gpus,rasterization-based renderers,GPUs cannot match the performance of rasterization-based renderers
multi-view 3d reconstruction,inverse problems,Multi-view 3D reconstruction and related inverse problems are examples for the potential of differentiable rendering
nerf,neural implicit surfaces,Recent combinations of inverse graphics with machine learning techniques like NeRF and neural implicit surfaces are particularly successful
shadows,indirect illumination,Missing shadows or indirect illumination in the differentiable rendering process are often compensated for by assuming certain settings
light,material,Modeling the interaction of light and material as a black box neural network is one way to compensate for missing shadows or indirect illumination in differentiable rendering
differentiable renderers,machine learning models,Differentiable renderers have been used in a variety of contexts to train machine learning models
local shading models,approximate global solutions,Little effort has been spent on combining local shading models and approximate global solutions in the context of differentiable rendering
differentiable rendering,soft shadows,"Lyu et al. [42] approximated soft shadows in the context of differentiable rendering, but their gradients are limited by the proxy geometry used for shadow computation."
soft shadows,image-based lighting,Soft shadows are produced by image-based lighting.
shadow mapping,depth image,"Shadow mapping is based on the observation that points in a scene are lit based on the closest point to the light source, which is represented in the depth image."
shadow mapping,point light source,Shadow mapping is based on the concept of points in a scene being lit by a point light source.
shadow mapping,shadow map,"Shadow mapping uses a shadow map, which is a depth image from the perspective of the light source."
shadow mapping,local shading models,"In local shading models, light is added over all light sources and shadow computation is performed for each individual light source using a shadow map per light."
light source,point,Points in a scene are lit by a (point)light source if they are closest to the light source.
point light source,position,A point light source is defined by its position.
light source,direction vector,"The direction vector, p, is denoted to the light source in this context."
light source,distance,The distance to the light source is denoted as 'd' in the described space.
light source,shadow map,The shadow map is parameterized over the rays emanating from the light source in this context.
light source,shadow map,The setup of the shadow map in this context is based on the light source placement.
light source,visibility function,"The visibility of any point is determined by the shadow map, which is related to the light source in this context."
shadow map,visibility function,"The visibility function is influenced by the shadow map, which is parameterized over rays from the light source."
sampling artifacts,costly,The process of sampling artifacts is mentioned to be costly.
point x,integral,Integral needs to be evaluated for every point x in the scene.
shadow map,pre-filter,One would much pre-filter the shadow map.
convolving f,evaluating the smoothed shadow map,Simply convolving f with k and then evaluating the smoothed shadow map is different.
discrete values,0 and 1,The result would take only the discrete values 0 and 1.
approximations,overview,Better approximations are mentioned with an overview in [16].
functions,approximation to eq. (3),The approximation to Eq. (3) is built from the set of pre-computed functions.
approach,approximations,Our approach works with all such approximations.
variance shadow maps,example,Our approach demonstrates it at the example of variance shadow maps [12].
local shadow map,probability distribution,The local shadow map may be considered a probability distribution.
integration domain in eq. (3),measure,It is irrelevant what points are in the integration domain in Eq. (3) as long as the measure of the integration domain is correct.
weighted mean,variance of the shadow map,The local weighted mean and variance of the shadow map are mentioned.
measure,best bound,v(x) is a measure and the best bound for this measure is mentioned.
one-sided chebyshev or cantelli inequality,bound,The one-sided Chebyshev or Cantelli inequality is mentioned in relation to a bound.
percentage closer filtering,case,"Similar to percentage closer filtering, it may happen that d(x) < µx."
filtered version,approximation,µx is a filtered version of f in this case.
d(x),µx,"The relationship between d(x) and µx is that d(x) can be less than µx due to the filtered version of f. In this case, the approximation of the visibility function decreases as d(x) approaches the light source."
ˆv(x),d(x),"The slightly modified visibility function, ˆv(x), is related to d(x) by the formula ˆv(x) = σ2xx + (d(x) − µx)2 where d(x) > µx. This function helps handle shadow mapping and self-shadowing artifacts."
shadow maps,percentage closer filtering,Shadow maps have been observed to be very similar to percentage closer filtering. This comparison helps to understand the effectiveness of shadow mapping techniques.
shadow mapping,self-shadowing artifacts,Shadow mapping suffers from self-shadowing artifacts known as 'shadow acne'. Biasing the depths towards the light source in the visibility test can alleviate these artifacts.
v(x),f(l(x)),"The relationship between V(x) and f(L(x)) is that V(x) equals 0 when d(x) is greater than f(L(x)), else it equals 1. This relationship helps in determining the lighting of points relative to the light source."
shadow maps,graphics hardware,The usefulness of shadow maps lies in the fact that they can be efficiently approximated using graphics hardware. Rendering the scene from the perspective of the light source and storing only the depth values helps in this process.
shadow acne,bias β,The resulting problem of 'shadow acne' is commonly tackled by introducing a bias β for the depth comparison.
bias β,depth comparison,A bias β is introduced for the depth comparison to consider points with d(x) ≤ f (L(x)) + β to be lit.
aliasing artifacts,shadow boundaries,"Various techniques have been suggested for dealing with aliasing artifacts resulting from the discrete nature of shadow maps, particularly across shadow boundaries."
aliasing artifacts,percentage closer filtering,Many approaches for dealing with aliasing artifacts can be interpreted as approximations of percentage closer filtering.
percentage closer filtering,neighborhood around l(x),"Instead of comparing d(x) to only f (L(x)), a small neighborhood around L(x) in the shadow map is considered in percentage closer filtering."
neighborhood around l(x),rays,The percentage of rays around L(x) that would lit x is taken into consideration when considering the neighborhood around L(x) in the shadow map.
shadow mapping,visibility function,"In Differentiable Filtered Shadow Mapping, the goal is to differentiate the visibility function with respect to the scene parameters Θ."
binary visibility v,x,The binary visibility V(x) has zero derivative almost everywhere.
v(x),percentage closer filtering,The exact form v(x) of percentage closer filtering (Eq. (3)) is smooth.
x,integration domain,The integration domain not only varies with the scene parameters but also depends on x.
ˆv,computation of ∂ ˆv∂θ,We suggest to rather consider ˆv.The main difficulty in computing ∂ ˆv∂Θ is that the shadow map f is only piecewise smooth.
