node_1,node_2,edge
tampered text detection,document image,Tampered text detection in document image has attracted attention due to its essential role in information security
tampered text detection,visually consistent tampered text,Detecting visually consistent tampered text in photographed document images is a main challenge
tampered text detection,document tampering detector (dtd),The proposed framework for tampered text detection is termed as Document Tampering Detector (DTD)
document tampering detector (dtd),frequency perception head (fph),DTD consists of a Frequency Perception Head (FPH) to compensate deficiencies caused by inconspicuous visual features
document tampering detector (dtd),multi-view iterative decoder (mid),DTD consists of a Multi-view Iterative Decoder (MID) for fully utilizing information of features in different scales
curriculum learning for tampering detection (cltd),image compression and generalization,CLTD can improve the robustness for image compression and the ability to generalize for tampered text detection
doctamper,document image dataset,"DocTamper is a large-scale document image dataset containing 170,000 document images of various types"
dtd,previous state-of-the-art,DTD outperforms previous state-of-the-art in terms of F-measure on DocTamper testing set
dtd,cross-domain testing sets,DTD outperforms previous state-of-the-art on cross-domain testing sets of DocTamper-FCD and DocTamper-SCD
doctamper-fcd,doctamper-scd,Domain testing sets of two different types of DocTamper
doctamper-fcd,https://github.com/qcf-568/doctamper,Dataset and codes for DocTamper-FCD available at the mentioned link
doctamper-scd,https://github.com/qcf-568/doctamper,Dataset and codes for DocTamper-SCD available at the mentioned link
document images,information transmission,Document images are essential for information transmission
document images,rapid development of image editing technologies,Image editing technologies allow for easier tampering of sensitive text in document images
sensitive text information,tampering,Sensitive text information in document images can be tampered for malicious purposes
document images,tampering detection,Detecting tampering in document images is crucial for information security
text tamper methods,document images,Text tamper methods in document images are categorized into three types
splicing,document images,Splicing is a type of tampering method in document images
copy-move,document images,Copy-move is a type of tampering method in document images
generation,document images,Generation is a type of tampering method in document images
images,document images,Images and document images are mentioned as two distinct types of images in the context.
tampering detection,visual tampered clues,Tampering detection relies on visual tampered clues to identify tampered text regions.
document images,background color,Background color is highlighted as a distinguishing feature of document images.
text,font and size,Text within clusters in document images usually has the same font and size.
tampered text regions,visual clues,Visual clues alone are not sufficient to detect tampered text regions in documents.
visual clues,frequency clues,Both visual and frequency clues are proposed to improve tampered text region identification.
method,document tampering detector (dtd),The method proposed in the paper is named Document Tampering Detector (DTD).
multi-modality transformer-based method,document image tampering detection (ditd),"The proposed method, Document Tampering Detector, is termed as Document Image Tampering Detection (DITD)."
features,visual perception head,Features are extracted from Visual Perception Head in the visual domain.
high-pass filtered results,rgb images,Previous work leveraged high-pass filtered results of RGB images for frequency domain features.
rgb images,dct coefficients,Different approach in using DCT coefficients instead of high-pass filtered results of RGB images in the model's Frequency Perception Head.
fusion module,attention module,Incorporation of features from Fusion module and Attention module effectively before feeding into a Swin-Transformer based encoder.
image compression,tampering clues,"Observation that image compression can cover up tampering clues, leading models to lack robustness and confusion in training."
models,ditd tasks,"Models struggle with tampering detection tasks due to lack of robustness to image compression, highlighting the importance of appropriate training paradigms like Curriculum Learning for Tampering Detection (CLTD)."
curriculum learning for tampering detection (cltd),model training,"Introduction of a new training paradigm, CLTD, to train models in an easy-to-hard manner for better tampering detection and robustness to image compression."
tampered document dataset,doctamper,"Introduction of a new method to create realistic tampered text data and construct a large-scale dataset, DocTamper, with 170k tampered document images of diverse types for experiments."
doctamper,t-sroie dataset,Comparison of experiments conducted on both proposed DocTamper dataset and the T-SROIE dataset for tampered document analysis.
doctamper,t-sroie dataset,"The experiments were conducted on both DocTamper and the T-SROIE dataset, demonstrating the performance of DTD."
dtd,cltd,"DTD is a powerful multi-modality model for tampered text detection, while CLTD is a new training paradigm to enhance generalization ability and robustness."
dtd,data synthetic method,"A novel data synthetic method was proposed to generate realistic tampered documents efficiently, enhancing the effectiveness of DTD."
dtd,large-scale dataset,"A comprehensive large-scale dataset was constructed to facilitate research on tampered text detection task, complementing the effectiveness of DTD."
natural image manipulation detection,srm kernel,"SRM kernel was introduced in various studies for manipulation detection, including the use of SRM kernel in Faster-RCNN and constrained convolution for feature extraction."
natural image manipulation detection,hrnet,"HRNet was utilized in a study for local manipulation detection, showcasing the application of neural networks in manipulation detection research."
feature extraction,detected manipulations,Feature extraction and detected manipulations are key concepts related to image tampering detection.
hrnet,tampered regions,HRNet is used to localize tampered regions.
two-stream cnn,constrained convolution,Two-stream CNN is utilized along with constrained convolution.
edge-supervised branch,feature maps,Edge-Supervised Branch is used to enhance the feature maps.
dual attention module,two-stream cnn,Dual Attention Module is used to fuse the output of the two-stream CNN.
novel attention mechanism,performance improvement,Novel attention mechanism is introduced to improve performance.
images,high-pass filter results,Both images and their high-pass filter results are used as input for the two-stream CNN.
queries,model localization,A set of queries is introduced to help the model localize manipulation in object-level.
document image tampering detection,printer classification,Early document image tampering detection was achieved by methods like printer classification.
font features,real texts,Font features are used to distinguish between real texts and tampered texts.
text line position alignment,text line tampering,Text line position alignment is analyzed to determine whether a text line has been tampered.
graph neural network (gnn),tampered regions,Graph neural network (GNN) is used to detect tampered regions in document images.
graph neural network (gnn),detect tampered regions in document images,Used GNN to detect tampered regions in document images with the help of the graph attention mechanism.
document images,scanned documents,Above methods work well on clear and neat document images such as scanned documents.
copy-move tampering,double quantization artifacts,Detected copy-move tampering based on double quantization artifacts.
document images,compressed more than once,Double quantization artifacts method doesn't work well when document images are compressed more than once after tampering.
generative tampering,tampering clues mostly exists,Type of tampering clues mostly exists on generative tampering.
generative tampering,careful copy-paste tampering,Tampering clues mostly exist on generative tampering and could hardly be found on careful copy-paste tampering.
document images,public websites and public datasets,Collected 50562 document images from public websites and public datasets.
copy-move,splicing and generation,"Apply copy-move, splicing, and generation to create tampered patches."
comprehensive large-scale dataset,tampered text detection task,Constructed a comprehensive large-scale dataset to promote the research of the tampered text detection task.
image manipulation detection task,copy-move and splicing data,"In traditional image manipulation detection task, copy-move and splicing data are synthesized by copying objects from images and pasting them to random target regions."
tampered text detection,random copy-paste,Random copy-paste will generate obvious visual inconsistency in tampered text detection.
