node_1,node_2,edge
global image representation,geometric structure,The global image representation approach lacks consideration of geometric structure.
self-similarity descriptor,convolutional perspective,The self-similarity descriptor is revisited from a convolutional perspective to encode visual and structural cues.
structural embedding network (senet),self-similarity descriptors,SENet captures the internal structure of images to gradually compress them into dense self-similarity descriptors.
global embedding,geometric and visual cues,The self-similarity descriptors and original image features are fused and pooled into global embedding to represent both geometric and visual cues.
structural embedding,image retrieval benchmarks,The proposed network with structural embedding shows state-of-the-art performances on image retrieval benchmarks.
content-based image retrieval,large-scale database,Content-based image retrieval involves searching for images with similar content in a large-scale database.
visual properties,geometrical structure,Visual properties and geometrical structure are key components to identify similar content across images.
image representation types,image retrieval task,Different image representation types are crucial for achieving the image retrieval task.
image retrieval task,key,The key is mentioned as essential for the image retrieval task.
image retrieval task,image representation types,The key task of image retrieval involves exploring image representation types.
image representation types,local features,Local features are one of the image representation types discussed.
image representation types,global descriptor,Global descriptor is mentioned as the other image representation type explored.
local features,visual descriptors,Local features include visual descriptors that provide information about local regions of the image.
global descriptor,global embedding,Global descriptor is also known as global embedding and summarizes local features of the entire image.
global descriptor,spatial information,Global descriptor loses spatial information of local features during summarization.
image retrieval solutions,global embeddings,Many image retrieval solutions retrieve coarse candidates with global embeddings for the query.
global embeddings,local features,Global embeddings are used for global retrieval and local features are used for local feature re-ranking.
global embeddings,coarse candidates,Global embeddings help retrieve coarse candidates with similar visual properties for the query.
self-similarity descriptor,global retrieval stage,The self-similarity descriptor is used in the global retrieval stage for robust retrieval by comparing structural information.
self-similarity descriptor,regional descriptor,The self-similarity descriptor is a type of regional descriptor used for matching images based on the aggregation of local internal structures.
global retrieval stage,structural information,The global retrieval stage involves comparing structural information for robust retrieval.
self-similarity descriptor,image features,The self-similarity descriptor and original image features are fused and pooled into global embedding.
self-similarity descriptor,structural embedding network (senet),"The self-similarity descriptor is revisited in a convolutional manner to propose SENet, a novel global embedding network."
structural embedding network (senet),images,SENet captures internal structures of images and encodes them to self-similarity descriptors while learning diverse structures.
global embedding,geometric and visual cues,Global embedding represents both valuable geometric and visual cues of the image by fusing self-similarity descriptors and original image features.
proposed network,point-wise operations,The proposed network comprises point-wise operations for efficient descriptor encoding.
network,descriptor encoding,"The networks are comprised of point-wise operations, enabling efficient descriptor encoding."
network,performance,The proposed network sets state-of-the-art performance on several image retrieval benchmarks.
network,robustness,The proposed network convinces its robustness to look-alike distractions.
image retrieval,database,Image retrieval aims to search the database for images that contain the same content as in the query image.
image retrieval,global retrieval,"Representative solutions in image retrieval task are mainly based on a coarse-to-fine approach, where the coarse one is the global retrieval with local feature aggregation."
global retrieval,local feature aggregation,The global retrieval with local feature aggregation aggregates hand-crafted local features into a compact global embedding.
local feature aggregation,spatial information,"In the local feature aggregation process, spatial information of local features is lost."
local feature aggregation,global embedding,The global embedding mainly reflects representative visual properties of images in the local feature aggregation process.
deep learning,local features,"With the advancement of deep learning, local features have been replaced with intermediate features of CNNs."
deep learning,aggregation methods,"With the advancement of deep learning, aggregation methods have been replaced with various spatial pooling operations."
delf,local and global feature,DELF and DELG presented a learning-based local and global feature using CNN.
solar,local features,SOLAR showed local features aggregation through attentive pooling.
gem pooling,attentive pooling,GeM pooling proposed attentive pooling as a method of aggregation for local features through attentive pooling.
solar,aggregation of attentive features,SOLAR showed a method of aggregation of attentive features based on self-attention inside image features.
dolg,fusion of local and global features,DOLG proposed a method of fusion of local and global features of an image.
global embedding,geometric structure,"The geometric structure has been mainly considered within the re-ranking stage, while the global embedding hardly reflects the structure of the image."
global embedding,look-alike distractors,"Global embeddings are easy to be fooled by look-alike distractors with similar visual patterns even if their shapes are different, ultimately bringing down the overall retrieval performance."
global embedding network,representative visual properties and internal structures,The proposed global embedding network aims to help representative visual properties and internal structures reflect well simultaneously in global embedding.
self-similarity,structural representation,"Self-similarity is a structural representation of an image, indicating how similar a specific part of an image is to the entire image or its neighborhood region."
self-similarity,self-similarity descriptor,"Self-similarity was mainly used for two purposes, including self-similarity descriptor, which uses self-similarity as a robust local descriptor."
self-similarity descriptor,image matching,"The self-similarity descriptor is a classical image descriptor developed to robustly match images of the same content under different photometric conditions such as lighting changes, color variance, texture differences, or even domain variances."
self-similarity descriptor,image matching,"self-similarity descriptor has been used in various fields such as image matching, visual correspondence, few-shot classification, and video action recognition."
self-similarity descriptor,deep learning,Recent approaches extract self-similarity descriptors from the intermediate feature map of CNN to help the network learn robust local and global representation.
self-similarity descriptor,self-similarity encoder,"In this paper, inspired by the previous works, we revisit this self-similarity descriptor in terms of convolution and propose a self-similarity encoder that embeds structural properties in global embeddings while learning diverse structures within numerous images."
self-similarity descriptor,image retrieval,Visual properties and geometric structures are valuable clues in image retrieval.
visual properties,geometric structures,Both visual properties and geometric structures are valuable clues in image retrieval.
visual properties,feature fusion module,The feature fusion module is capable of harmoniously fusing visual and structural features.
geometric structures,feature fusion module,The feature fusion module is capable of harmoniously fusing visual and structural features.
proposed network,distractors,"Thanks to the powerful proposal modules, the proposed network is not easily fooled by distractors with similar appearances."
proposed network,exact matches,The proposed network more accurately finds exact matches that match both visual properties and geometric structures.
structural embedding networks (senet),local self-similarity descriptor,SENet introduces a global embedding network in contrast to the conventional local self-similarity descriptor for image retrieval.
global embedding network,image retrieval task,The global embedding network aims to reflect representative information of an image to global embedding for efficient matching in image retrieval tasks.
global embedding network,intermediate feature map,Global embedding networks achieve the stated purpose by extracting the intermediate feature map of CNNs and pooling it into global embedding.
feature map,global embedding,"The feature map F is aggregated into global embedding z through a global pooling operation, where global pooling operations naturally discard spatial information, affecting the structural cues in the global embedding."
structural information,input image,"The global embedding z hardly reflects the structural information about the input image, which is considered an invaluable cue for image matching."
global embedding,structural information,This paper focuses on making the global embedding better reflect structural information while preserving the original visual information.
self-similarity computation (ssc),feature map,The SSC module computes pixel-wise self-similarity S to extract structural information inside the feature map F.
self-similarity computation (ssc),projection f′,The SSC module transforms the intermediate feature map F to its projection F′ through a single linear layer to reduce computation complexity and add non-linearity to the original feature.
projection f′,channel-wise non-negative self-similarity s,"Inside the projected feature map F′, channel-wise non-negative self-similarity S is computed for every pixel position x and its surrounding region of size P × P using cosine similarity."
self-similarity encoder (sse),dense self-similarity descriptor (d),SSE encodes high-dimensional self-similarity into compact self-similarity descriptors while learning and analyzing diverse geometric structures from various images. D is gradually encoded from the dense channel-wise local self-similarity S.
self-similarity encoder (sse),self-similarity dimension side,"SSE is constructed with a convolution block sequence comprising 3×3 convolution along the self-similarity dimension side, batch normalization layer, and ReLU function."
self-similarity encoder (sse),original feature map (f),"SSE encodes high-dimensional self-similarity into compact self-similarity descriptors, and FFM fuses self-similarity descriptors and the original feature map, to reflect both visual and structural information without breaking the original behavior of the base network."
self-similarity descriptor,padding value,The self-similarity side is adjusted by setting the padding value to zero.
self-similarity descriptor,linear layer,A linear layer follows to recover the channel size of the self-similarity descriptor.
self-similarity descriptor,original feature map,The self-similarity descriptor is converted to the original feature map.
self-similarity descriptor,feature fusion module (ffm),The self-similarity descriptor is a key element used in the Feature Fusion Module.
self-similarity descriptor,image feature map,The self-similarity descriptor is merged with the image feature map in the Feature Fusion Module.
padding value,zero,The padding value is set to zero in order to adjust the self-similarity side.
linear layer,channel size,The linear layer helps in recovering the channel size from the self-similarity descriptor.
original feature map,channel size,The size of the original feature map's channel is adjusted to the size of the self-similarity descriptor's channel.
feature fusion module (ffm),image retrieval,The Feature Fusion Module aids in enhancing image retrieval by fusing the self-similarity descriptors.
self-similarity descriptor,original feature map,The self-similarity descriptor is initialized to zero before adding to the original feature map to ensure that it can be well fused without altering the original behavior of the base network.
fused structural feature map,spatial pixel position,The fused structural feature map Fs is computed based on the spatial pixel positions x in the feed-forward layer operation.
fused structural feature map,structural embeddings,"The fused structural feature map Fs is aggregated into structural embeddings z via GeM pooling, whitening layer, and L2 normalization."
image retrieval field,classification loss,Classification loss is widely used in the image retrieval field and is a key component in training objectives.
classification loss,cosine classifier,"For classification loss, a cosine classifier with CurricularFace margin is adopted to calculate the loss function."
classification loss,contrastive loss,"In addition to classification loss, contrastive loss is also used in the image retrieval field as a key loss function."
cosine classifier,τ (temperature parameter),The weight for the cosine classifier is influenced by the temperature parameter τ.
cosine classifier,m (function that adds curricular margin),The cosine classifier incorporates the function M that adds the curricular margin.
cosine classifier,lcon (classification loss),The classification loss Lcon is part of the cosine classifier.
cosine classifier,lt (final loss),The final loss LT of the cosine classifier can be determined by using only the classification loss Lcls or incorporating both the classification loss Lcls and contrastive loss Lcon with a weight α.
τ (temperature parameter),m (function that adds curricular margin),The temperature parameter τ affects the function M that adds the curricular margin.
τ (temperature parameter),t (moving average of query-positive logit),The temperature parameter τ is related to the moving average of query-positive logit T.
m (function that adds curricular margin),lcon (classification loss),The function M that adds curricular margin contributes to the classification loss Lcon.
lcon (classification loss),lt (final loss),The final loss LT can be defined by the classification loss Lcon or a combination of Lcon and Lcls with a weight α.
lcon (classification loss),di (ith embedding inside the queue),The classification loss Lcon involves the ith embedding di inside the queue.
gldv2-clean,1580470 images,GLDv2-clean consists of 1580470 images from 81313 landmarks
gldv2-clean,81313 landmarks,GLDv2-clean consists of 1580470 images from 81313 landmarks
resnet-50,backbone networks,ResNet-50 is used as a backbone network
resnet-101,backbone networks,ResNet-101 is used as a backbone network
intermediate feature map,pooling operation,The intermediate feature map is extracted before the pooling operation
ssm,three encoder blocks,SSM has three encoder blocks
contrastive loss lcon,momentum network,The contrastive loss Lcon is used with a momentum network having a momentum of 0.999.
contrastive loss lcon,queue size,The contrastive loss Lcon is used with a queue size of 73728.
contrastive loss lcon,fusion weight α,The contrastive loss Lcon is used with a fusion weight α of 0.5.
gem pooling,power,The power of GeM Pooling is set as 3.0.
models,loss functions,"Four models trained with two loss functions (Lcls, Lcls + Lcon) are presented."
models,backbones,"Four models trained each for two backbones (R50, R101) are presented."
embedding extraction,images,Global embedding of three scales is extracted to match images in a multi-scale manner.
embedding extraction,average,The final global embedding is obtained by L2-normalizing the average of the three L2-normalized embeddings.
experimental results,state-of-the-art models,Comparison with the state-of-the-art models is presented in Tab. 1.
experimental results,benchmarks,Experimental results are verified using benchmarks such as Revisited Oxford (ROxf) and Revisited Paris (RPar).
marks,mean average precision (map),Marks are measured using a mean Average Precision (mAP).
state-of-the-art models,roxford,Comparison of the state-of-the-art models is done with ROxford.
state-of-the-art models,rparis,Comparison of the state-of-the-art models is done with RParis.
state-of-the-art models,image retrieval models,Comparison of the state-of-the-art models is done with image retrieval models.
roxford,rparis,ROxford and RParis are benchmarks on which the state-of-the-art models are tested.
ap-loss,token,Token is a learnable aggregator that has been proposed and sets a new state-of-the-art performance with reasonable extraction latency and matching time.
ap-loss,classification loss,"Among the solutions using classification loss only, the state-of-the-art solution is DOLG1."
token,1m distractor,Token shows a substantial performance decrease when a 1M distractor is added.
token,rpar-hard+1m,Token leads the performance by up to 8.7% (RPar-Hard+1M) when adding 1M distractor experiments in the setting using the same loss function (R101-SENet-Lcls).
token,aggregator,Token consumes more extract and matching time due to the aggregator.
aggregator,vlad,Solutions using classical aggregators such as VLAD show worse overall performance compared to token.
aggregator,asmk,Solutions using classical aggregators such as ASMK show worse overall performance compared to token.
aggregator,token,Token consumes more extract and matching time due to the aggregator.
aggregator,token,A learnable aggregator named Token has been proposed and sets a new state-of-the-art performance with reasonable extraction latency and matching time.
classification loss,dolg1,The state-of-the-art solution among solutions using classification loss only is DOLG1.
dolg1,proposed network,The proposed network outperforms DOLG1 on all measures.
proposed network,cvnet-global,The proposed network outperforms CVNet-Global with a large gap in all measures.
proposed network,rpar-hard+1m,The proposed network outperforms RPar-Hard+1M with R101-SENet-Lcls & Lcon model by up to 5.6% in all measures.
proposed network,delg,Our proposed network surpasses DELG in all measures with the same settings.
proposed network,solar,Our proposed network surpasses SOLAR in all measures with the same settings.
proposed network,dolg,Our proposed network surpasses DOLG in all measures with the same settings.
proposed network,cvnet,Our proposed network surpasses CVNet in all measures with the same settings.
delg,cvnet,DELG and CVNet have the lowest latency and number of parameters compared to other models.
cvnet,senet,SENet has 40% more parameters and 14% more latency than DELG and CVNet.
senet,solar,SENet has slightly faster extraction latency than SOLAR.
loss lcls,loss lcon,Classification loss Lcls and contrastive loss Lcon are two types of losses used in the model training process
roxf +1m,rpar +1m,ROxf +1M and RPar +1M are model settings used in the experiments
solar,senet,SOLAR is compared with SENet in terms of performance
sse,ffm,The self-similarity encoder (SSE) and the pixel-wise feed-forward layer (FFM) are modules used in the network
bninit,ffl,Batch normalization layer (BNinit) and pixel-wise feed-forward layer (FFL) are used in the model
resnet-50,proposed modules,ResNet-50 backbone is used with the proposed modules in the ablation studies
input feature layer,ablation studies,The analysis discusses conducting ablation studies on input feature layer to determine the effectiveness of extracting structural information from different layers.
ablation studies,layers,The ablation studies show that extracting structural information from the conv5 layer performs better than the conv4 layer in terms of higher performance.
conv5 layer,conv4 layer,The analysis compares the performance of extracting structural information from conv5 layer with higher performance than from the conv4 layer.
conv5 layer,conv4 layer,"Despite conv5 having lower resolution than conv4, it enables the network to embed meaningful self-similarity by exploiting high-level semantic features."
conv5 layer,internal self-similarities,The intermediate feature map from conv5 layer is used to extract internal self-similarities in the analysis.
self-similarity region size,senet,The analysis discusses how SENet performs better than the baseline across different kernel size settings in relation to self-similarity region size.
high region size setting,roxford benchmark,The analysis indicates that the performance in the ROxford benchmark is better in a relatively small region size setting.
small region size setting,roxford benchmark,The analysis implies that the performance in the ROxford benchmark is relatively better in a small region size setting.
roxford benchmark,region size setting,ROxford benchmark performance is better in a relatively small region size setting.
p,performance,P = 7 shows fine performance with moderate memory and latency burden.
proposed modules,intended effect,"To verify that the proposed module is producing the intended effect properly, visualization is conducted using the output of each module."
positive image,hard-negative image,Positive image and hard-negative image of the existing solutions are selected for the query image.
query-positive similarity,query-negative similarity,Query-positive and query-negative feature similarity is calculated for a single spatial point of the query image.
positive image,negative image,Similar visual property of the target point exists in both positive image and negative image.
target point,positive image,Similar geometrical structure of the target point exists in positive image but not in negative image.
original features,self-similarity descriptor,Original features and self-similarity descriptor are fused to structural feature.
features,self-similarity descriptor,"The original features F and self-similarity descriptor D are fused to structural feature Fs, raising the similarities where both visual and structural cues form a consensus"
features,structural feature,"The original features F and self-similarity descriptor D are fused to structural feature Fs, raising the similarities where both visual and structural cues form a consensus"
visual cues,structural cues,The similarities are raised when both visual and structural cues form a consensus
proposed network,structural information,Our proposed network captures structural information and reflects them in global embeddings
proposed network,global embeddings,Our proposed network captures structural information and reflects them in global embeddings
features,intermediate feature similarity,Example visualization of the intermediate feature similarity between query-positive and query-hard negative images. Our network enhances the similarity where the visual and structural cues form a consensus
visual cues,structural cues,Example visualization of the intermediate feature similarity between query-positive and query-hard negative images. Our network enhances the similarity where the visual and structural cues form a consensus
r50-delg†,r50-senet-lcls,"Example qualitative results with R50-DELG† and R50-SENet-Lcls. Correct and incorrect answers are marked with green / red borders around the image, respectively"
proposed network,performance improvements,The proposed network shows promising performance improvements.
proposed network,weaknesses,Our proposed network still has weaknesses against the scale and the structural changes caused by image resolution and viewpoints.
proposed network,self-similarity encoder,"To solve the weaknesses, we design an end-to-end learnable self-similarity encoder."
self-similarity encoder,various structures,The self-similarity encoder learns various structures from various images.
proposed network,future work,Our future work aims to design a model that can enhance the consensus between the same content images with large scale/viewpoint differences.
framework,internal structures of images,The framework leverages the internal structures of images to reflect structural information well in global embeddings.
framework,self-similarity encoding module,"First, the framework proposes the self-similarity encoding module, which analyzes the internal structures of images."
framework,feature fusion module,The framework also proposes the feature fusion module to fuse visual and structural information harmoniously.
performance improvements,several representative benchmarks,The significant performance improvements on several representative benchmarks demonstrate the value of internal structures of images for image retrieval.
this work,kist institutional program,This work was supported in part by the KIST Institutional Program.
kist institutional program,robot industry technology development project,Both programs supported the work mentioned in the context.
kist institutional program,"ministry of trade, industry & energy","The KIST Institutional Program was funded in part by the Ministry of Trade, Industry & Energy."
robot industry technology development project,"ministry of trade, industry & energy","The Robot Industry Technology Development Project was funded by the Ministry of Trade, Industry & Energy."
