node_1,node_2,edge
unlearnable examples (ues),visual privacy leaks,UEs are developed to counter visual privacy leaks on the Internet.
unlearnable examples (ues),training samples,UEs are described as training samples added with invisible noise to prevent unauthorized training of machine learning models.
unlearnable examples (ues),surrogate model,UEs are generated using a bilevel optimization framework with a surrogate model to eliminate errors.
label-consistency,ideal assumption,"Existing UE generation methods rely on an ideal assumption called label-consistency, which assumes hackers and protectors share the same label for a given sample."
unlearnable clusters (ucs),label-agnostic unlearnable examples,UCs are proposed as a technique to generate label-agnostic unlearnable examples with cluster-wise perturbations.
vision-and-language pre-trained models (vlpms),unlearnable clusters (ucs),VLPMs like CLIP are suggested as surrogate models to enhance the transferability of crafted UCs to diverse domains.
crafted ucs,diverse domains,Crafted UCs are shown to be transferable to diverse domains.
proposed approach,"datasets, target models, commercial platforms","Empirical verification of the proposed approach is done under various settings with different datasets, target models, and commercial platforms like Microsoft Azure and Baidu PaddlePaddle."
code,https://github.com/jiamingzhang94/unlearnable-clusters,The code is available at the specified GitHub link.
free data,"deep learning, computer vision",The availability of free data on the Internet has been crucial for the success of deep learning and computer vision.
public concerns,unauthorized exploitation of personal data,The abundance of free data has raised concerns about the unauthorized exploitation of personal data.
clearview ai,scraped billions of personal images,Clearview AI has been found to have scraped billions of personal images from various websites.
unlearnable examples (ues),data unlearnable to machine learning models/services,Unlearnable Examples (UEs) are proposed to make data unlearnable or unusable to machine learning models or services.
"availability attacks, indiscriminate poisoning attacks",techniques,"Availability attacks, indiscriminate poisoning attacks are techniques used for making data unlearnable to machine learning models/services."
availability attacks,indiscriminate poisoning attacks,These two terms are known as availability attacks or indiscriminate poisoning attacks in the literature.
protective noise,private data,Protective noise is added to private data to avoid unauthorized exploitation.
ue generation method,error-minimizing noise,The UE generation method generates error-minimizing noise.
ue generation method,surrogate model,The UE generation method utilizes a surrogate model in the generation process.
ue generation method,training set,The noise generated by UE method can be added to samples in a training set.
ue generation method,dnns,The noise generated by UE method is used to make the entire dataset unlearnable to different DNNs.
ue method,adversarial training,UE method cannot survive adversarial training.
ue method,recent method,The issue of UE method not surviving adversarial training has been addressed by a recent method.
common assumption,label-consistency,One common assumption made by existing UE methods is label-consistency.
hackers,protected dataset,Hackers may exploit the protected dataset in the same way as the protector including the labels.
hackers,unlearnable samples,Hackers may collect the unlearnable samples into a dataset for a different task.
protected dataset,annotated labels,An image can be labeled with different annotated labels in a protected dataset.
unlearnable dataset,hacker,An unlearnable dataset may be exploited by the hacker into a different number of classes.
unlearnable dataset,m-class,A m-class unlearnable dataset may be exploited by the hacker as a n-class dataset.
unlearnable dataset,hacker,The unlearnable dataset may be exploited by the hacker.
dataset,number of classes,"Dependent on its actual needs, a dataset can be of different classes."
dataset,label-agnostic assumption,The label-agnostic assumption is applied to a dataset.
label-agnostic assumption,method unlearnable clusters (ucs),The label-agnostic assumption forms the basis for proposing the method Unlearnable Clusters (UCs).
method unlearnable clusters (ucs),generate unlearnable examples,The method Unlearnable Clusters (UCs) is used to generate more effective unlearnable examples.
transferability challenge,"existing methods like error-minimizing noise (eminn), adversarial poisoning (advpoison), synthetic perturbations (synper), and deepconfuse","The transferability challenge is shown due to the noise generated by existing methods like EMinN, AdvPoison, SynPer, and DeepConfuse."
"existing methods like error-minimizing noise (eminn), adversarial poisoning (advpoison), synthetic perturbations (synper), and deepconfuse",protective noise,The protective noise generated by these methods is label-dependent.
"ues generated by eminn, advpoison",main reason for breaking supervised learners,The main reason these UEs break supervised learners is that the generated noise disrupts the distributional uniformity and discrepancy in the deep representation space.
"ues generated by eminn, advpoison",distributional uniformity,The disruption caused by the UEs leads to deviation from the distributional uniformity in the deep representation space.
ues,manifold,UEs refer to the property that the manifold does not deviate much from that of clean examples
ues,discrepancy,UEs refer to the property that examples belonging to the same class are richly diverse in the representation space
ues,unlearnable clusters (ucs),UEs inspired the proposal of a novel approach called Unlearnable Clusters (UCs) to generate label-agnostic UEs using cluster-wise perturbations
ucs,generation,UCs are used to generate label-agnostic UEs using cluster-wise perturbations
ucs,disruption,UCs allow the achievement of a simultaneous disruption of the uniformity and discrepancy without knowing the label information
surrogate model,ues,The choice of a proper surrogate model plays an important role in generating effective UEs
ues,transfer,UEs are generated by attacking a surrogate model and then transferred to fight against a diverse set of target models
transfer,label-information,The transfer of UEs may fail badly under the label-agnostic setting without label information
surrogate model,impact,Few works have studied the impact of the surrogate model to the final unlearnable performance
