node_1,node_2,edge
denoising diffusion generative models,data,Denoising diffusion generative models have achieved significant accomplishments in generating realistic and diverse data.
denoising diffusion generative models,generation process,The generation process of current denoising diffusion models is slow due to iterative noise estimations.
denoising diffusion generative models,neural networks,The generation process relies on cumbersome neural networks.
generation process,diffusion models,Slow generation process prevents diffusion models from being widely deployed.
diffusion models,edge devices,Slow generation prevents diffusion models from being deployed on edge devices.
accelerate generation,diffusion model,Previous works accelerate the generation process of diffusion model via finding shorter yet effective sampling trajectories.
accelerate generation,noise estimation network,Accelerate generation by compressing the noise estimation network.
noise estimation network,compression,Accelerate generation by compressing the noise estimation network.
post-training quantization,diffusion model acceleration,Introduce post-training quantization for diffusion model acceleration.
noise estimation networks,output distributions,Output distributions of noise estimation networks change with time-step.
ptq methods,dms,Previous PTQ methods fail in DMs designed for single-time step scenarios.
dm-specific ptq method,dms,Devise a DM-specific PTQ method to address unique multi-time-step structure of DMs.
method,dms,The method targets the unique multi-time-step structure of DMs.
method,8-bit models,The method can directly quantize full-precision DMs into 8-bit models while maintaining or even improving their performance in a training-free manner.
method,plug-and-play module,"The method can serve as a plug-and-play module on other fast-sampling methods, e.g., DDIM."
method,ddim,"The method can serve as a plug-and-play module on other fast-sampling methods, e.g., DDIM."
method,code,The code for the method is available at https://https://github.com/42Shawn/PTQ4DM.
diffusion process,gaussian noise,"A diffusion process transforms real data gradually into Gaussian noise, and then the process is reversed to generate real data from Gaussian noise (denoising process)."
denoising process,noise estimation,The denoising process requires iterating the noise estimation (also known as a score function).
denoising process,noise estimation,The denoising process requires iterating the noise estimation over thousands of time-steps.
denoising process,neural network,Iterating the noise estimation via a cumbersome neural network over thousands of time-steps.
denoising process,generating samples,Its long iterative process and high inference cost for generating samples make it undesirable.
generation process,diffusion models,"To accelerate diffusion models, researchers propose several approaches."
generation process,sample trajectory learning,"Researchers propose several approaches for accelerating diffusion models, mainly focusing on sample trajectory learning for faster sampling strategies."
generation process,acceleration methods,Our study suggests that two factors slow down the denoising process: lengthy iterations for sampling images and a cumbersome network for estimating noise. Previously DM acceleration methods only focus on the former.
network compression,network quantization,"From the perspective of network compression, many popular network quantization and pruning methods follow a simple pipeline."
network compression,pruning methods,"From the perspective of network compression, many popular network quantization and pruning methods follow a simple pipeline."
compression pipeline,training dataset,The compression pipeline requires a full training dataset to perform end-to-end back-1tions.
ptq calibration,normally distributed time-step calibration (ndtc),"The PTQ calibration cannot be used in the case of NDTC, which samples time-steps from a skew normal distribution."
time-step calibration,set of time-steps,The time-step calibration method samples a set of time-steps and generates calibration samples based on them using the denoising process.
time-step calibration,calibration set,The time-step calibration method enhances the time-step discrepancy in the calibration set to improve the performance of PTQ4DM.
dm acceleration method,post-training for diffusion models (ptq4dm),The DM acceleration method PTQ4DM incorporates all the explorations for acceleration of diffusion models.
ptq,dm acceleration,PTQ is introduced into DM acceleration for noise estimation networks quantization in a post-training manner.
ptq,diffusion model acceleration,PTQ investigation is done for diffusion model acceleration in the context of training-free network compression.
ptq,dms,PTQ affects the performance of DMs through output distribution differences in various time-steps.
ptq,ptq4dm,PTQ is explored from different aspects leading to the proposal of PTQ4DM.
ptq4dm,pre-trained diffusion models,PTQ4DM quantizes the pre-trained diffusion models to 8-bit without significant performance loss.
ptq4dm,dm acceleration methods,PTQ4DM can serve as a plug-and-play module for other SoTA DM acceleration methods.
diffusion models,iterative process,Diffusion models are hindered by the long iterative process and high denoising cost.
diffusion models,previous works,Previous works aim to accelerate diffusion probabilistic models by finding shorter sampling trajectories while maintaining performance.
reverse process,sampling,The reverse process is much faster to sample from.
dms,continuous timesteps,DMs with continuous timesteps are mentioned in the context.
song et al.,ode,Song et al. formulate the DM in form of an ODE.
ode,sampling efficiency,ODE is used to improve sampling efficiency.
jolicoeur-martineau et al.,sde solver,Jolicoeur-Martineau et al. introduce an advanced SDE solver.
bao et al.,variance,Bao et al. estimate the variance for DMs.
propagation,dms,Propagation is important for DMs.
training data,privacy concerns,Training data may not be ready-to-use due to privacy concerns.
training data,commercial concerns,Training data may not be ready-to-use due to commercial concerns.
training process,expensive,The training process is extremely expensive.
training data,industry-developed models,Access to training data for industry-developed models is limited.
dall·e2,text-to-image models,Dall·E2 is an example of text-to-image models.
imagen,text-to-image models,Imagen is an example of text-to-image models.
ptq,dm acceleration,Post-training quantization can be introduced into DM acceleration.
post-training quantization (ptq),dm acceleration,PTQ is introduced into DM acceleration to speed up computation and reduce resource storage for the diffusion model weight
ptq,computation of the denoising process,PTQ can speed up the computation of the denoising process
ptq,resources to store the diffusion model weight,PTQ can reduce the resources needed to store the diffusion model weight
ptq,implementation in dms,The implementation of PTQ in DMs is challenging due to differences in structures
previous ptq methods,dms,"Previous PTQ methods fail in DMs because they are designed for single-time-step scenarios, which is different in DMs"
core ingredients of the ptq for the dms process,final performance of the quantized diffusion models,The design of core ingredients of PTQ affects the final performance of quantized diffusion models
previous ptq methods,dms,Generalizing previous PTQ methods to DMs results in performance drops due to output distribution discrepancies with time-step
noise estimation networks,time-step in the denoising process,Noise estimation networks rely on time-step which affects their output distribution
noise estimation networks,output distribution discrepancies w.r.t. time-step in the denoising process,Output distribution discrepancies with time-step in the denoising process affect noise estimation networks
