node_1,node_2,edge
optical flow,clean scenes,Optical flow has achieved great success under clean scenes.
optical flow,foggy scenes,Optical flow suffers from restricted performance under foggy scenes.
optical flow,domain gap,"To bridge the clean-to-foggy domain gap, existing methods typically adopt domain adaptation."
domain gap,motion knowledge,Existing methods transfer the motion knowledge from clean to synthetic foggy domain.
synthetic-to-real domain gap,errors,"Existing methods neglect the synthetic-to-real domain gap, leading to errors when applied to real-world scenes."
optical flow,real foggy scenes,"To handle the practical optical flow under real foggy scenes, a novel unsupervised cumulative domain adaptation optical flow framework is proposed."
ucda-flow framework,depth-association motion adaptation and correlation-alignment motion adaptation,The framework includes depth-association motion adaptation and correlation-alignment motion adaptation modules.
depth,optical flow,"Deeper depth leads to inferior optical flow, motivating the design of a depth-association motion adaptation module."
cost volume correlation,synthetic and real foggy images,The cost volume correlation shares similar distribution of synthetic and real foggy images.
synthetic fog,intermediate domain,Synthetic fog is designed as the intermediate domain in the framework.
clean scenes,real foggy scenes,Progressively transfers knowledge from clean scenes to real foggy scenes
clean scenes,optical flow,Optical flow has made great progress under clean scenes
foggy scenes,scene contrast,"Fog weakens scene contrast, breaking the brightness and gradient constancy assumptions"
motion knowledge,source domain,Transfer motion knowledge from the source domain (clean scene) to the target domain (real foggy scene) through two-stage adaptation
source domain,intermediate domain,Transfer motion knowledge from the source domain to the intermediate domain via depth association
intermediate domain,target domain,Distill motion knowledge of the intermediate domain to the target domain by aligning the correlation of both the domains
domain adaptation,degradation-invariant features,Seeks degradation-invariant features to transfer the motion knowledge from the clean scene to the adverse weather scene
rainy scenes,degradation-invariant features,Learn degradation-invariant features to enhance optical flow under rainy scenes in a supervised manner
optical flow,rainy scenes,Optical flow enhancement under rainy scenes is the main focus of the proposed features.
optical flow,dense foggy scenes,Yan et al. proposed a framework for optical flow under dense foggy scenes.
dense foggy scenes,motion-invariant assumption,The framework relies on the motion-invariant assumption between clean and foggy images.
clean images,synthetic foggy images,The framework uses clean and synthetic foggy images for optical flow under foggy scenes.
domain adaptation,synthetic degraded images,The network adaptation handles the clean-to-foggy domain gap with synthetic degraded images.
real foggy domain,pioneer works,The network lacks constraints to learn the motion pattern of the real foggy domain.
real foggy scenes,pioneer works,The pioneer works fail to handle real foggy scenes due to lacking constraints.
synthetic-to-real domain gap,pioneer works,"The pioneer works neglected the synthetic-to-real domain gap, limiting performance on real-world foggy scenes."
domain gaps,cumulative domain adaptation framework,The goal is to handle the clean-to-foggy gap and synthetic-to-real gap in a cumulative domain adaptation framework.
depth,optical flow,"Depth influences optical flow, with deeper depths leading to inferior flow."
depth,atmospheric scattering model,"Depth associates clean and foggy images through atmospheric scattering, bridging the clean-to-foggy gap."
depth,optical flow,"There is a 2D-3D geometry projection relationship between depth and optical flow, transferring motion knowledge."
optical flow,depth,"There is a relationship between depth and optical flow, which is used as a constraint to transfer motion knowledge from the clean domain to the synthetic foggy domain."
cost volume correlation,synthetic and real foggy images,"Cost volume correlation shares a similar distribution of synthetic and real foggy images and physically measures the similarity between adjacent frames, regardless of synthetic and real foggy images."
cost volume,synthetic-to-real domain gap,Cost volume benefits bridging the synthetic-to-real domain gap by aligning correlation distributions to distill motion knowledge from the synthetic foggy domain to the real foggy domain.
ucda-flow framework,real foggy scene,The UCDA-Flow framework is proposed for real foggy scene that includes depth-association motion adaptation (DAMA) and correlation-alignment motion adaptation (CAMA).
dama stage,clean stereo images,"In the DAMA stage, optical flow, ego-motion, and depth are estimated with clean stereo images to enhance rigid motion by projecting depth into optical flow space using a 2D-3D geometry formula."
atmospheric scattering model,clean-to-foggy gap,The atmospheric scattering model is utilized to synthesize corresponding foggy images and transfer motion knowledge from the clean domain to the synthetic foggy domain to bridge the clean-to-foggy gap.
cama stage,synthetic and real foggy images,"In the CAMA stage, synthetic and real foggy images are transformed to bridge the synthetic-to-real domain gap."
cama stage,synthetic-to-real domain gap,The CAMA stage aims to bridge the synthetic-to-real domain gap.
synthetic foggy images,real foggy images,The synthetic and real foggy images are transformed to the cost volume space to align correlation distribution.
motion knowledge,synthetic foggy domain,The correlation distribution is aligned to distill the motion knowledge of the synthetic foggy domain to the real foggy domain.
proposed cumulative domain adaptation framework,clean domain,The framework progressively transfers motion knowledge from clean domain to real foggy domain via depth association and correlation alignment.
method,optical flow,The proposed method transfers motion knowledge from clean domain to real foggy domain through two-stage adaptation for optical flow under real foggy scene.
foggy scene optical flow,depth,"It is revealed that foggy scene optical flow deteriorates with depth, motivating the design of a depth-association motion adaptation to bridge the clean-to-foggy domain gap."
cost volume correlation distribution,synthetic and real foggy images,The consistent correlation distribution of the synthetic and real foggy images benefits to closing the synthetic-to-real domain gap through correlation-alignment motion adaptation.
optical flow,energy minimization problem,Traditional methods often formulate optical flow as an energy minimization problem for estimating per-pixel motion between video frames.
optical flow,video frames,Motion between video frames is often formulated as an energy minimization problem in the context of optical flow.
optical flow,energy minimization problem,Traditional methods often formulate optical flow as an energy minimization problem.
