node_1,node_2,edge
underwater image restoration,mean-teacher based semi-supervised underwater image restoration framework,The proposed Semi-UIR framework integrates unlabeled data into network training using a mean-teacher approach
mean-teacher method,consistency loss,The naive mean-teacher method may face issues with the consistency loss if the teacher's prediction is incorrect
mean-teacher method,l1 distance,Using L1 distance with mean-teacher method could lead to overfitting and confirmation bias in the network
reliable bank,best-ever outputs,A reliable bank is introduced to store the best outputs as pseudo ground truth for assessment
quality of outputs,trustworthy nr-iqa method,Empirical analysis based on monotonicity property helps in choosing the most trustworthy NR-IQA method for assessing output quality
confirmation bias problem,contrastive regularization,Contrastive regularization is incorporated to prevent overfitting on wrong labels and address confirmation bias issue
algorithm,sota methods,Experimental results demonstrate that the proposed algorithm outperforms state-of-the-art methods in full-reference and non-reference underwater benchmarks
algorithm,code,The code for the algorithm has been made available at the specified GitHub repository
underwater images,"color distortion, low contrast, blur","Underwater images suffer from color distortion, low contrast, and blur, which makes them less visually appealing and can hinder the well-functioning of underwater robotic systems."
deep learning based methods,image restoration problems,Deep learning based methods have been proposed to address image restoration problems.
image restoration problems,underwater image restoration,Numerous efforts have been devoted to the specific domain of underwater image restoration.
deep learning based solutions,superior restoration results,Deep learning based solutions are able to deliver superior restoration results due to their data-driven nature.
deep learning based methods,paired datasets,Most deep learning based methods are designed to learn the restoration mapping on paired datasets in a supervised manner.
underwater images,datasets,underwater images are used to construct datasets for image restoration
datasets,physical model,datasets are constructed using physical models or GANs
datasets,synthetic data,datasets are synthesized which leads to a discrepancy between synthetic and real data
synthetic data,real data,There is a significant discrepancy between synthetic and real data in terms of ambient light and color cast
models,synthetic datasets,Models trained on synthetic datasets exhibit poor generalization in real scenes due to domain shift
pseudo labels,traditional algorithms,Pseudo labels are manually constructed by selecting the best results among those produced by traditional algorithms
unlabeled underwater images,collect,Unlabeled underwater images are relatively easy to collect
unlabeled underwater images,challenge,The challenge is how to make effective use of these unlabeled data
semi-supervised learning,labeled and unlabeled data,Semi-supervised learning capitalizes on both labeled and unlabeled data for model training.
semi-supervised learning,model training,Semi-supervised learning is best suited in scenarios where both labeled and unlabeled data are available for model training.
semi-supervised learning,data,Semi-supervised learning is a method that leverages both labeled and unlabeled data for training.
semi-supervised learning,scheme,The proposal is to use a semi-supervised scheme with the goal of improving the generalization of the resulting model.
mean teacher method,unlabeled data,The mean teacher method finds a way to obtain pseudo labels for unlabeled data.
mean teacher method,consistency loss,The mean teacher method utilizes a consistency loss to improve the accuracy and robustness of the network.
mean teacher method,student model,The mean teacher method improves performance by constructing a teacher model from a student model.
mean teacher method,pseudo labels,The mean teacher method uses pseudo labels provided by the teacher model during training.
teacher model,student,The teacher model guides the training of the student network.
consistency loss,l1 distance,The commonly used consistency loss is based on L1 distance.
consistency loss,l1 loss,The commonly used consistency loss can make the model overfit wrong predictions if not used carefully.
teacher,outputs,The teacher's outputs are being archived as pseudo labels.
outputs,best-ever,"The best-ever outputs are being determined, with NR-IQA used for evaluation."
nr-iqa,outputs,NR-IQA is used to evaluate the quality of each output.
nr-iqa,metrics,NR-IQA metrics for underwater images are compared to identify the right one.
metrics,musiq,The empirical analysis suggests that MUSIQ best meets the monotonicity property criterion.
contrastive learning,regularization,Contrastive learning is introduced as a supplementary regularization to alleviate overfitting.
loss functions,contrastive loss,Contrastive loss provides additional supervision to prevent the degradation of outputs.
